,indicator_section_code,indicator_section,indicator_code,indicator_name,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,year,indicator_value,indicator_unit,indicator_period,comment
22925,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Урай,Урай,71878000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71878000,Без изменений,2010,2025,2023,79552.2,Рубль,Январь-декабрь,CD
22939,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Нягань,Нягань,71879000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71879000,Без изменений,2010,2025,2023,76647.2,Рубль,Январь-декабрь,CD
22953,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Когалым,Когалым,71883000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71883000,Без изменений,2010,2025,2023,90973.2,Рубль,Январь-декабрь,CD
22967,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Покачи,Покачи,71884000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71884000,Без изменений,2010,2025,2023,80236.8,Рубль,Январь-декабрь,CD
22981,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Пыть-Ях,Пыть-Ях,71885000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71885000,Без изменений,2010,2025,2023,83373.6,Рубль,Январь-декабрь,CD
22995,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ханты-Мансийский автономный округ — Югра,Муниципальное образование верхнего уровня,Югорск,Югорск,71887000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71887000,Без изменений,2010,2025,2023,77398.2,Рубль,Январь-декабрь,CD
23079,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Красноселькупский район,Муниципальный округ Красноселькупский район,71933000,Муниципальный округ,Муниципальный округ,71933000,Изменен тип и название,2022,2025,2023,110459.0,Рубль,Январь-декабрь,CD
23082,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Надымский район,Муниципальный округ Надымский район,71936000,Муниципальный округ,Муниципальный округ,71936000,Изменен тип и название,2021,2025,2023,112994.9,Рубль,Январь-декабрь,CD
23084,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Приуральский район,Муниципальный округ Приуральский район,71938000,Муниципальный округ,Муниципальный округ,71938000,Изменен тип и название,2022,2025,2023,99609.9,Рубль,Январь-декабрь,CD
23087,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Пуровский район,Муниципальный округ Пуровский район,71940000,Муниципальный округ,Муниципальный округ,71940000,Изменен тип и название,2021,2025,2023,109282.1,Рубль,Январь-декабрь,CD
23090,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Тазовский район,Муниципальный округ Тазовский район,71943000,Муниципальный округ,Муниципальный округ,71943000,Изменен тип и название,2021,2025,2023,105524.1,Рубль,Январь-декабрь,CD
23091,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Шурышкарский район,Муниципальный округ Шурышкарский район,71946000,Муниципальный округ,Муниципальный округ,71946000,Изменен тип и название,2023,2025,2023,98911.8,Рубль,Январь-декабрь,CD
23093,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Муниципальный округ Ямальский район,Муниципальный округ Ямальский район,71948000,Муниципальный округ,Муниципальный округ,71948000,Изменен тип и название,2022,2025,2023,103463.6,Рубль,Январь-декабрь,CD
23107,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Салехард,Город Салехард,71951000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71951000,Без изменений,2010,2025,2023,127494.0,Рубль,Январь-декабрь,CD
23121,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Губкинский,Город Губкинский,71952000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71952000,"Изменен тип, название и территориальный состав",2010,2025,2023,114586.0,Рубль,Январь-декабрь,CD
23135,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Лабытнанги,Город Лабытнанги,71953000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71953000,"Изменен тип, название и территориальный состав",2010,2025,2023,111591.4,Рубль,Январь-декабрь,CD
23149,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Муравленко,Город Муравленко,71955000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71955000,Без изменений,2010,2025,2023,110211.6,Рубль,Январь-декабрь,CD
23163,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Новый Уренгой,Город Новый Уренгой,71956000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71956000,Без изменений,2010,2025,2023,122586.7,Рубль,Январь-декабрь,CD
23177,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,71,Ямало-Ненецкий автономный округ,Муниципальное образование верхнего уровня,Город Ноябрьск,Город Ноябрьск,71958000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",71958000,Без изменений,2010,2025,2023,117240.7,Рубль,Январь-декабрь,CD
23191,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Базарносызганский муниципальный район,Базарносызганский муниципальный район,73602000,Муниципальный район,Муниципальный район,73602000,Без изменений,2010,2025,2023,31812.5,Рубль,Январь-декабрь,CD
23205,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Барышский муниципальный район,Барышский муниципальный район,73604000,Муниципальный район,Муниципальный район,73604000,Без изменений,2010,2025,2023,34172.1,Рубль,Январь-декабрь,CD
23219,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Вешкаймский муниципальный район,Вешкаймский муниципальный район,73607000,Муниципальный район,Муниципальный район,73607000,Без изменений,2010,2025,2023,30234.1,Рубль,Январь-декабрь,CD
23233,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Инзенский муниципальный район,Инзенский муниципальный район,73610000,Муниципальный район,Муниципальный район,73610000,Без изменений,2010,2025,2023,33164.3,Рубль,Январь-декабрь,CD
23247,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Карсунский муниципальный район,Карсунский муниципальный район,73614000,Муниципальный район,Муниципальный район,73614000,Без изменений,2010,2025,2023,30765.4,Рубль,Январь-декабрь,CD
23261,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Кузоватовский муниципальный район,Кузоватовский муниципальный район,73616000,Муниципальный район,Муниципальный район,73616000,Без изменений,2010,2025,2023,31235.2,Рубль,Январь-декабрь,CD
23275,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Майнский муниципальный район,Майнский муниципальный район,73620000,Муниципальный район,Муниципальный район,73620000,Без изменений,2010,2025,2023,29331.6,Рубль,Январь-декабрь,CD
23289,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Мелекесский муниципальный район,Мелекесский муниципальный район,73622000,Муниципальный район,Муниципальный район,73622000,Без изменений,2010,2025,2023,32232.4,Рубль,Январь-декабрь,CD
23303,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Николаевский муниципальный район,Николаевский муниципальный район,73625000,Муниципальный район,Муниципальный район,73625000,Без изменений,2010,2025,2023,30106.5,Рубль,Январь-декабрь,CD
23317,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Новомалыклинский муниципальный район,Новомалыклинский муниципальный район,73627000,Муниципальный район,Муниципальный район,73627000,Без изменений,2010,2025,2023,35361.1,Рубль,Январь-декабрь,CD
23331,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Новоспасский муниципальный район,Новоспасский муниципальный район,73629000,Муниципальный район,Муниципальный район,73629000,Без изменений,2010,2025,2023,34540.0,Рубль,Январь-декабрь,CD
23345,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Павловский муниципальный район,Павловский муниципальный район,73632000,Муниципальный район,Муниципальный район,73632000,Без изменений,2010,2025,2023,31618.2,Рубль,Январь-декабрь,CD
23359,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Радищевский муниципальный район,Радищевский муниципальный район,73634000,Муниципальный район,Муниципальный район,73634000,Без изменений,2010,2025,2023,30376.9,Рубль,Январь-декабрь,CD
23373,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Сенгилеевский муниципальный район,Сенгилеевский муниципальный район,73636000,Муниципальный район,Муниципальный район,73636000,Без изменений,2010,2025,2023,29888.3,Рубль,Январь-декабрь,CD
23387,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Старокулаткинский муниципальный район,Старокулаткинский муниципальный район,73639000,Муниципальный район,Муниципальный район,73639000,Без изменений,2010,2025,2023,27347.3,Рубль,Январь-декабрь,CD
23401,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Старомайнский муниципальный район,Старомайнский муниципальный район,73642000,Муниципальный район,Муниципальный район,73642000,Без изменений,2010,2025,2023,31728.8,Рубль,Январь-декабрь,CD
23415,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Сурский муниципальный район,Сурский муниципальный район,73644000,Муниципальный район,Муниципальный район,73644000,Без изменений,2010,2025,2023,28277.6,Рубль,Январь-декабрь,CD
23429,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Тереньгульский муниципальный район,Тереньгульский муниципальный район,73648000,Муниципальный район,Муниципальный район,73648000,Без изменений,2010,2025,2023,31689.4,Рубль,Январь-декабрь,CD
23443,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Ульяновский муниципальный район,Ульяновский муниципальный район,73652000,Муниципальный район,Муниципальный район,73652000,Без изменений,2010,2025,2023,35698.8,Рубль,Январь-декабрь,CD
23457,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Цильнинский муниципальный район,Цильнинский муниципальный район,73654000,Муниципальный район,Муниципальный район,73654000,Без изменений,2010,2025,2023,27188.1,Рубль,Январь-декабрь,CD
23471,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Чердаклинский муниципальный район,Чердаклинский муниципальный район,73656000,Муниципальный район,Муниципальный район,73656000,Без изменений,2010,2025,2023,36482.1,Рубль,Январь-декабрь,CD
23491,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Город Ульяновск,Город Ульяновск,73701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",73701000,Без изменений,2010,2025,2023,38768.0,Рубль,Январь-декабрь,CD
23504,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Город Димитровград,Город Димитровград,73705000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",73705000,Без изменений,2010,2025,2023,42374.3,Рубль,Январь-декабрь,CD
23517,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,73,Ульяновская область,Муниципальное образование верхнего уровня,Город Новоульяновск,Город Новоульяновск,73715000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",73715000,Без изменений,2010,2025,2023,35548.5,Рубль,Январь-декабрь,CD
23518,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,75,Челябинская область,Муниципальное образование верхнего уровня,Коркинский муниципальный округ,Коркинский муниципальный округ,75533000,Муниципальный округ,Муниципальный округ,75533000,Изменен тип и название,2023,2025,2023,41997.5,Рубль,Январь-декабрь,CD
23531,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,75,Челябинская область,Муниципальное образование верхнего уровня,Агаповский муниципальный район,Агаповский муниципальный район,75603000,Муниципальный район,Муниципальный район,75603000,Без изменений,2010,2025,2023,40353.8,Рубль,Январь-декабрь,CD
23545,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,75,Челябинская область,Муниципальное образование верхнего уровня,Аргаяшский муниципальный район,Аргаяшский муниципальный район,75606000,Муниципальный район,Муниципальный район,75606000,Без изменений,2010,2025,2023,42054.3,Рубль,Январь-декабрь,CD
23558,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,75,Челябинская область,Муниципальное образование верхнего уровня,Ашинский муниципальный район,Ашинский муниципальный район,75609000,Муниципальный район,Муниципальный район,75609000,Без изменений,2010,2025,2023,41424.7,Рубль,Январь-декабрь,CD
23571,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48213004,Среднемесячная номинальная начисленная заработная плата работников муниципальных общеобразовательных организаций,75,Челябинская область,Муниципальное образование верхнего уровня,Брединский муниципальный район,Брединский муниципальный район,75612000,Муниципальный район,Муниципальный район,75612000,Без изменений,2010,2025,2023,38068.6,Рубль,Январь-декабрь,CD
