,indicator_section_code,indicator_section,indicator_code,indicator_name,region_id,region_name,mun_level,mun_district,municipality,oktmo,mun_type,mun_type_oktmo,oktmo_stable,oktmo_history,oktmo_year_from,oktmo_year_to,year,indicator_value,indicator_unit,indicator_period,comment
15152,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Советский муниципальный район,Советский муниципальный район,35652000,Муниципальный район,Муниципальный район,35652000,Без изменений,2010,2025,2023,23.35,Квадратный метр,Значение показателя за год,CD
15162,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Черноморский муниципальный район,Черноморский муниципальный район,35656000,Муниципальный район,Муниципальный район,35656000,Без изменений,2010,2025,2023,23.63,Квадратный метр,Значение показателя за год,CD
15172,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Симферополь,Симферополь,35701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35701000,Без изменений,2010,2025,2023,18.09,Квадратный метр,Значение показателя за год,CD
15182,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Алушта,Алушта,35703000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35703000,Без изменений,2010,2025,2023,24.24,Квадратный метр,Значение показателя за год,CD
15192,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Армянск,Армянск,35706000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35706000,Без изменений,2010,2025,2023,29.87,Квадратный метр,Значение показателя за год,CD
15202,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Джанкой,Джанкой,35709000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35709000,Без изменений,2010,2025,2023,33.9,Квадратный метр,Значение показателя за год,CD
15212,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Евпатория,Евпатория,35712000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35712000,Без изменений,2010,2025,2023,19.27,Квадратный метр,Значение показателя за год,CD
15222,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Керчь,Керчь,35715000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35715000,Без изменений,2010,2025,2023,15.88,Квадратный метр,Значение показателя за год,CD
15232,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Красноперекопск,Красноперекопск,35718000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35718000,Без изменений,2010,2025,2023,20.65,Квадратный метр,Значение показателя за год,CD
15242,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Саки,Саки,35721000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35721000,Без изменений,2010,2025,2023,19.28,Квадратный метр,Значение показателя за год,CD
15252,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Судак,Судак,35723000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35723000,Без изменений,2010,2025,2023,17.94,Квадратный метр,Значение показателя за год,CD
15262,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Феодосия,Феодосия,35726000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35726000,Без изменений,2010,2025,2023,31.04,Квадратный метр,Значение показателя за год,CD
15272,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",35,Республика Крым,Муниципальное образование верхнего уровня,Ялта,Ялта,35729000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",35729000,Без изменений,2010,2025,2023,21.04,Квадратный метр,Значение показателя за год,CD
15289,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Алексеевский муниципальный район,Алексеевский муниципальный район,36602000,Муниципальный район,Муниципальный район,36602000,Без изменений,2010,2025,2023,33.66,Квадратный метр,Значение показателя за год,CD
15307,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Безенчукский муниципальный район,Безенчукский муниципальный район,36604000,Муниципальный район,Муниципальный район,36604000,Без изменений,2010,2025,2023,31.46,Квадратный метр,Значение показателя за год,CD
15324,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Богатовский муниципальный район,Богатовский муниципальный район,36606000,Муниципальный район,Муниципальный район,36606000,Без изменений,2010,2025,2023,33.86,Квадратный метр,Значение показателя за год,CD
15341,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Большеглушицкий муниципальный район,Большеглушицкий муниципальный район,36608000,Муниципальный район,Муниципальный район,36608000,Без изменений,2010,2025,2023,28.85,Квадратный метр,Значение показателя за год,CD
15358,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Большечерниговский муниципальный район,Большечерниговский муниципальный район,36610000,Муниципальный район,Муниципальный район,36610000,Без изменений,2010,2025,2023,31.14,Квадратный метр,Значение показателя за год,CD
15375,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Борский муниципальный район,Борский муниципальный район,36612000,Муниципальный район,Муниципальный район,36612000,Без изменений,2010,2025,2023,33.43,Квадратный метр,Значение показателя за год,CD
15393,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Волжский муниципальный район,Волжский муниципальный район,36614000,Муниципальный район,Муниципальный район,36614000,Без изменений,2010,2025,2023,33.24,Квадратный метр,Значение показателя за год,CD
15410,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Елховский муниципальный район,Елховский муниципальный район,36615000,Муниципальный район,Муниципальный район,36615000,Без изменений,2010,2025,2023,26.99,Квадратный метр,Значение показателя за год,CD
15427,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Исаклинский муниципальный район,Исаклинский муниципальный район,36616000,Муниципальный район,Муниципальный район,36616000,Без изменений,2010,2025,2023,31.38,Квадратный метр,Значение показателя за год,CD
15444,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Камышлинский муниципальный район,Камышлинский муниципальный район,36617000,Муниципальный район,Муниципальный район,36617000,Без изменений,2010,2025,2023,28.14,Квадратный метр,Значение показателя за год,CD
15461,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Кинельский муниципальный район,Кинельский муниципальный район,36618000,Муниципальный район,Муниципальный район,36618000,Без изменений,2010,2025,2023,34.4,Квадратный метр,Значение показателя за год,CD
15478,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Кинель-Черкасский муниципальный район,Кинель-Черкасский муниципальный район,36620000,Муниципальный район,Муниципальный район,36620000,Без изменений,2010,2025,2023,32.72,Квадратный метр,Значение показателя за год,CD
15495,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Клявлинский муниципальный район,Клявлинский муниципальный район,36622000,Муниципальный район,Муниципальный район,36622000,Без изменений,2010,2025,2023,28.93,Квадратный метр,Значение показателя за год,CD
15512,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Кошкинский муниципальный район,Кошкинский муниципальный район,36624000,Муниципальный район,Муниципальный район,36624000,Без изменений,2010,2025,2023,29.01,Квадратный метр,Значение показателя за год,CD
15529,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Красноармейский муниципальный район,Красноармейский муниципальный район,36626000,Муниципальный район,Муниципальный район,36626000,Без изменений,2010,2025,2023,32.21,Квадратный метр,Значение показателя за год,CD
15547,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Красноярский муниципальный район,Красноярский муниципальный район,36628000,Муниципальный район,Муниципальный район,36628000,Без изменений,2010,2025,2023,41.21,Квадратный метр,Значение показателя за год,CD
15565,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Нефтегорский муниципальный район,Нефтегорский муниципальный район,36630000,Муниципальный район,Муниципальный район,36630000,Без изменений,2010,2025,2023,24.42,Квадратный метр,Значение показателя за год,CD
15582,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Пестравский муниципальный район,Пестравский муниципальный район,36632000,Муниципальный район,Муниципальный район,36632000,Без изменений,2010,2025,2023,31.0,Квадратный метр,Значение показателя за год,CD
15599,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Похвистневский муниципальный район,Похвистневский муниципальный район,36634000,Муниципальный район,Муниципальный район,36634000,Без изменений,2010,2025,2023,29.93,Квадратный метр,Значение показателя за год,CD
15616,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Приволжский муниципальный район,Приволжский муниципальный район,36636000,Муниципальный район,Муниципальный район,36636000,Без изменений,2010,2025,2023,23.32,Квадратный метр,Значение показателя за год,CD
15634,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Сергиевский муниципальный район,Сергиевский муниципальный район,36638000,Муниципальный район,Муниципальный район,36638000,Без изменений,2010,2025,2023,28.3,Квадратный метр,Значение показателя за год,CD
15651,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Ставропольский муниципальный район,Ставропольский муниципальный район,36640000,Муниципальный район,Муниципальный район,36640000,Без изменений,2010,2025,2023,47.36,Квадратный метр,Значение показателя за год,CD
15669,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Сызранский муниципальный район,Сызранский муниципальный район,36642000,Муниципальный район,Муниципальный район,36642000,Без изменений,2010,2025,2023,30.98,Квадратный метр,Значение показателя за год,CD
15686,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Хворостянский муниципальный район,Хворостянский муниципальный район,36644000,Муниципальный район,Муниципальный район,36644000,Без изменений,2010,2025,2023,23.88,Квадратный метр,Значение показателя за год,CD
15703,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Челно-Вершинский муниципальный район,Челно-Вершинский муниципальный район,36646000,Муниципальный район,Муниципальный район,36646000,Без изменений,2010,2025,2023,32.44,Квадратный метр,Значение показателя за год,CD
15720,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Шенталинский муниципальный район,Шенталинский муниципальный район,36648000,Муниципальный район,Муниципальный район,36648000,Без изменений,2010,2025,2023,35.18,Квадратный метр,Значение показателя за год,CD
15737,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Шигонский муниципальный район,Шигонский муниципальный район,36650000,Муниципальный район,Муниципальный район,36650000,Без изменений,2010,2025,2023,34.91,Квадратный метр,Значение показателя за год,CD
15755,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Самара,Самара,36701000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36701000,Без изменений,2010,2025,2023,31.44,Квадратный метр,Значение показателя за год,CD
15773,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Жигулевск,Жигулевск,36704000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36704000,Без изменений,2010,2025,2023,33.21,Квадратный метр,Значение показателя за год,CD
15790,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Кинель,Кинель,36708000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36708000,Без изменений,2010,2025,2023,32.94,Квадратный метр,Значение показателя за год,CD
15808,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Новокуйбышевск,Новокуйбышевск,36713000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36713000,Без изменений,2010,2025,2023,27.37,Квадратный метр,Значение показателя за год,CD
15825,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Октябрьск,Октябрьск,36718000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36718000,Без изменений,2010,2025,2023,30.63,Квадратный метр,Значение показателя за год,CD
15842,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Отрадный,Отрадный,36724000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36724000,Без изменений,2010,2025,2023,26.21,Квадратный метр,Значение показателя за год,CD
15860,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Похвистнево,Похвистнево,36727000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36727000,Без изменений,2010,2025,2023,24.25,Квадратный метр,Значение показателя за год,CD
15878,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Сызрань,Сызрань,36735000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36735000,Без изменений,2010,2025,2023,28.39,Квадратный метр,Значение показателя за год,CD
15895,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Тольятти,Тольятти,36740000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36740000,Без изменений,2010,2025,2023,24.84,Квадратный метр,Значение показателя за год,CD
15912,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",36,Самарская область,Муниципальное образование верхнего уровня,Чапаевск,Чапаевск,36750000,"Городской округ, городской округ с внутригородским делением","Городской округ, городской округ с внутригородским делением",36750000,Без изменений,2010,2025,2023,24.93,Квадратный метр,Значение показателя за год,CD
15914,41,Показатели для оценки эффективности деятельности органов местного самоуправления городских округов и муниципальных районов,Y48211001,"Общая площадь жилых помещений, приходящаяся в среднем на одного жителя — всего",37,Курганская область,Муниципальное образование верхнего уровня,Альменевский муниципальный округ,Альменевский муниципальный округ,37502000,Муниципальный округ,Муниципальный округ,37502000,Изменен тип и название,2022,2025,2023,32.63,Квадратный метр,Значение показателя за год,CD
