,oktmo,value,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name
1427,45-357-000-000,-13.0,Марьина роща,2518,внутригородская территория города федерального значения муниципальный округ Марьина роща,внутригородская территория города федерального значения,77,Москва
1428,45-358-000-000,4.486486486486487,Останкинский,2519,внутригородская территория города федерального значения муниципальный округ Останкинский,внутригородская территория города федерального значения,77,Москва
1429,45-359-000-000,88.19047619047619,Отрадное,2520,внутригородская территория города федерального значения муниципальный округ Отрадное,внутригородская территория города федерального значения,77,Москва
1430,45-360-000-000,27.42105263157895,Ростокино,2521,внутригородская территория города федерального значения муниципальный округ Ростокино,внутригородская территория города федерального значения,77,Москва
1431,45-361-000-000,-17.263157894736842,Свиблово,2522,внутригородская территория города федерального значения муниципальный округ Свиблово,внутригородская территория города федерального значения,77,Москва
1432,45-362-000-000,58.0,Северное Медведково,2523,внутригородская территория города федерального значения муниципальный округ Северное Медведково,внутригородская территория города федерального значения,77,Москва
1433,45-363-000-000,46.0,Северный,2524,внутригородская территория города федерального значения муниципальный округ Северный,внутригородская территория города федерального значения,77,Москва
1434,45-364-000-000,90.0,Южное Медведково,2525,внутригородская территория города федерального значения муниципальный округ Южное Медведково,внутригородская территория города федерального значения,77,Москва
1435,45-365-000-000,17.513513513513512,Ярославский,2526,внутригородская территория города федерального значения муниципальный округ Ярославский,внутригородская территория города федерального значения,77,Москва
1436,45-366-000-000,53.2,Куркино,2527,внутригородская территория города федерального значения муниципальный округ Куркино,внутригородская территория города федерального значения,77,Москва
1437,45-367-000-000,70.55,Митино,2528,внутригородская территория города федерального значения муниципальный округ Митино,внутригородская территория города федерального значения,77,Москва
1438,45-368-000-000,65.95,Покровское-Стрешнево,2529,внутригородская территория города федерального значения муниципальный округ Покровское-Стрешнево,внутригородская территория города федерального значения,77,Москва
1439,45-369-000-000,81.29729729729729,Северное Тушино,2530,внутригородская территория города федерального значения муниципальный округ Северное Тушино,внутригородская территория города федерального значения,77,Москва
1440,45-370-000-000,115.25,Строгино,2531,внутригородская территория города федерального значения муниципальный округ Строгино,внутригородская территория города федерального значения,77,Москва
1441,45-371-000-000,114.5,Хорошево-Мневники,2532,внутригородская территория города федерального значения муниципальный округ Хорошево-Мневники,внутригородская территория города федерального значения,77,Москва
1442,45-372-000-000,61.38461538461539,Щукино,2533,внутригородская территория города федерального значения муниципальный округ Щукино,внутригородская территория города федерального значения,77,Москва
1443,45-373-000-000,58.97560975609756,Южное Тушино,2534,внутригородская территория города федерального значения муниципальный округ Южное Тушино,внутригородская территория города федерального значения,77,Москва
1444,45-374-000-000,16.05263157894737,Арбат,2535,внутригородская территория города федерального значения муниципальный округ Арбат,внутригородская территория города федерального значения,77,Москва
1445,45-375-000-000,14.974358974358974,Басманный,2536,внутригородская территория города федерального значения муниципальный округ Басманный,внутригородская территория города федерального значения,77,Москва
1446,45-376-000-000,58.256410256410255,Замоскворечье,2537,внутригородская территория города федерального значения муниципальный округ Замоскворечье,внутригородская территория города федерального значения,77,Москва
1447,45-377-000-000,39.5,Савелки,2538,внутригородская территория города федерального значения муниципальное образование Савелки,внутригородская территория города федерального значения,77,Москва
1448,45-378-000-000,22.16216216216216,Красносельский,2539,внутригородская территория города федерального значения муниципальный округ Красносельский,внутригородская территория города федерального значения,77,Москва
1449,45-379-000-000,0.5405405405405406,Мещанский,2540,внутригородская территория города федерального значения муниципальный округ Мещанский,внутригородская территория города федерального значения,77,Москва
1450,45-380-000-000,128.3,Пресненский,2541,внутригородская территория города федерального значения муниципальный округ Пресненский,внутригородская территория города федерального значения,77,Москва
1451,45-381-000-000,38.4,Таганский,2542,внутригородская территория города федерального значения муниципальный округ Таганский,внутригородская территория города федерального значения,77,Москва
1452,45-382-000-000,34.97560975609756,Тверской,2543,внутригородская территория города федерального значения муниципальный округ Тверской,внутригородская территория города федерального значения,77,Москва
1453,45-383-000-000,23.743589743589745,Хамовники,2544,внутригородская территория города федерального значения муниципальный округ Хамовники,внутригородская территория города федерального значения,77,Москва
1454,45-384-000-000,-5.722222222222222,Якиманка,2545,внутригородская территория города федерального значения муниципальный округ Якиманка,внутригородская территория города федерального значения,77,Москва
1455,45-385-000-000,31.853658536585368,Выхино-Жулебино,2546,внутригородская территория города федерального значения муниципальный округ Выхино-Жулебино,внутригородская территория города федерального значения,77,Москва
1456,45-386-000-000,-13.5,Капотня,2547,внутригородская территория города федерального значения муниципальный округ Капотня,внутригородская территория города федерального значения,77,Москва
1457,45-387-000-000,-29.263157894736842,Кузьминки,2548,внутригородская территория города федерального значения муниципальный округ Кузьминки,внутригородская территория города федерального значения,77,Москва
1458,45-388-000-000,42.15384615384615,Лефортово,2549,внутригородская территория города федерального значения муниципальный округ Лефортово,внутригородская территория города федерального значения,77,Москва
1459,45-389-000-000,199.65,Люблино,2550,внутригородская территория города федерального значения муниципальный округ Люблино,внутригородская территория города федерального значения,77,Москва
1460,45-390-000-000,75.9,Марьино,2551,внутригородская территория города федерального значения муниципальный округ Марьино,внутригородская территория города федерального значения,77,Москва
1461,45-391-000-000,250.25641025641025,Некрасовка,2552,внутригородская территория города федерального значения муниципальный округ Некрасовка,внутригородская территория города федерального значения,77,Москва
1462,45-392-000-000,75.58974358974359,Нижегородский,2553,внутригородская территория города федерального значения муниципальный округ Нижегородский,внутригородская территория города федерального значения,77,Москва
1463,45-393-000-000,6.5,Печатники,2554,внутригородская территория города федерального значения муниципальный округ Печатники,внутригородская территория города федерального значения,77,Москва
1464,45-394-000-000,83.02439024390245,Рязанский,2555,внутригородская территория города федерального значения муниципальный округ Рязанский,внутригородская территория города федерального значения,77,Москва
1465,45-395-000-000,-8.054054054054054,Текстильщики,2556,внутригородская территория города федерального значения муниципальный округ Текстильщики,внутригородская территория города федерального значения,77,Москва
1466,45-396-000-000,63.35,Южнопортовый,2557,внутригородская территория города федерального значения муниципальный округ Южнопортовый,внутригородская территория города федерального значения,77,Москва
1467,45-397-000-000,96.05128205128206,Академический,2558,внутригородская территория города федерального значения муниципальный округ Академический,внутригородская территория города федерального значения,77,Москва
1468,45-398-000-000,14.8,Гагаринский,2559,внутригородская территория города федерального значения муниципальный округ Гагаринский,внутригородская территория города федерального значения,77,Москва
1469,45-901-000-000,-6.205128205128205,Зюзино,2560,внутригородская территория города федерального значения муниципальный округ Зюзино,внутригородская территория города федерального значения,77,Москва
1470,45-902-000-000,78.87179487179488,Коньково,2561,внутригородская территория города федерального значения муниципальный округ Коньково,внутригородская территория города федерального значения,77,Москва
1471,45-903-000-000,49.421052631578945,Котловка,2562,внутригородская территория города федерального значения муниципальный округ Котловка,внутригородская территория города федерального значения,77,Москва
1472,45-904-000-000,-14.0,Ломоносовский,2563,внутригородская территория города федерального значения муниципальный округ Ломоносовский,внутригородская территория города федерального значения,77,Москва
1473,45-905-000-000,-29.5,Обручевский,2564,внутригородская территория города федерального значения муниципальный округ Обручевский,внутригородская территория города федерального значения,77,Москва
1474,45-906-000-000,30.8,Северное Бутово,2565,внутригородская территория города федерального значения муниципальный округ Северное Бутово,внутригородская территория города федерального значения,77,Москва
1475,45-907-000-000,44.63414634146341,Теплый Стан,2566,внутригородская территория города федерального значения муниципальный округ Теплый Стан,внутригородская территория города федерального значения,77,Москва
1476,45-908-000-000,26.974358974358974,Черемушки,2567,внутригородская территория города федерального значения муниципальный округ Черемушки,внутригородская территория города федерального значения,77,Москва
1477,45-909-000-000,203.75,Южное Бутово,2568,внутригородская территория города федерального значения муниципальный округ Южное Бутово,внутригородская территория города федерального значения,77,Москва
1478,45-910-000-000,139.90243902439025,Ясенево,2569,внутригородская территория города федерального значения муниципальный округ Ясенево,внутригородская территория города федерального значения,77,Москва
1479,45-911-000-000,20.974358974358974,Бирюлево Восточное,2570,внутригородская территория города федерального значения муниципальный округ Бирюлево Восточное,внутригородская территория города федерального значения,77,Москва
1480,45-912-000-000,2.7222222222222223,Бирюлево Западное,2571,внутригородская территория города федерального значения муниципальный округ Бирюлево Западное,внутригородская территория города федерального значения,77,Москва
1481,45-913-000-000,-50.78947368421053,Братеево,2572,внутригородская территория города федерального значения муниципальный округ Братеево,внутригородская территория города федерального значения,77,Москва
1482,45-914-000-000,-2.8,Даниловский,2573,внутригородская территория города федерального значения муниципальный округ Даниловский,внутригородская территория города федерального значения,77,Москва
1483,45-915-000-000,-30.594594594594593,Донской,2574,внутригородская территория города федерального значения муниципальный округ Донской,внутригородская территория города федерального значения,77,Москва
1484,45-916-000-000,72.35897435897436,Зябликово,2575,внутригородская территория города федерального значения муниципальный округ Зябликово,внутригородская территория города федерального значения,77,Москва
1485,45-917-000-000,-46.111111111111114,Москворечье-Сабурово,2576,внутригородская территория города федерального значения муниципальный округ Москворечье-Сабурово,внутригородская территория города федерального значения,77,Москва
1486,45-918-000-000,-38.76923076923077,Нагатино-Садовники,2577,внутригородская территория города федерального значения муниципальный округ Нагатино-Садовники,внутригородская территория города федерального значения,77,Москва
1487,45-919-000-000,53.26829268292683,Нагатинский затон,2578,внутригородская территория города федерального значения муниципальный округ Нагатинский затон,внутригородская территория города федерального значения,77,Москва
1488,45-920-000-000,-32.21621621621622,Нагорный,2579,внутригородская территория города федерального значения муниципальный округ Нагорный,внутригородская территория города федерального значения,77,Москва
1489,45-921-000-000,-38.1025641025641,Орехово-Борисово Северное,2580,внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Северное,внутригородская территория города федерального значения,77,Москва
1490,45-922-000-000,3.4054054054054053,Орехово-Борисово Южное,2581,внутригородская территория города федерального значения муниципальный округ Орехово-Борисово Южное,внутригородская территория города федерального значения,77,Москва
1491,45-923-000-000,-17.75,Царицыно,2582,внутригородская территория города федерального значения муниципальный округ Царицыно,внутригородская территория города федерального значения,77,Москва
1492,45-924-000-000,-9.35135135135135,Чертаново Северное,2583,внутригородская территория города федерального значения муниципальный округ Чертаново Северное,внутригородская территория города федерального значения,77,Москва
1493,45-925-000-000,-40.05128205128205,Чертаново Центральное,2584,внутригородская территория города федерального значения муниципальный округ Чертаново Центральное,внутригородская территория города федерального значения,77,Москва
1494,45-926-000-000,-77.07317073170732,Чертаново Южное,2585,внутригородская территория города федерального значения муниципальный округ Чертаново Южное,внутригородская территория города федерального значения,77,Москва
1495,45-927-000-000,93.78947368421052,Старое Крюково,2586,внутригородская территория города федерального значения муниципальный округ Старое Крюково,внутригородская территория города федерального значения,77,Москва
1496,45-931-000-000,78.97560975609755,Троицк,2587,внутригородская территория города федерального значения городской округ Троицк,внутригородская территория города федерального значения,77,Москва
1497,45-932-000-000,-11.135135135135135,Щербинка,2588,внутригородская территория города федерального значения городской округ Щербинка,внутригородская территория города федерального значения,77,Москва
1498,45-941-000-000,44.61538461538461,Внуковское,2589,внутригородская территория города федерального значения поселение Внуковское,внутригородская территория города федерального значения,77,Москва
1499,45-942-000-000,-10.444444444444445,Воскресенское,2590,внутригородская территория города федерального значения поселение Воскресенское,внутригородская территория города федерального значения,77,Москва
1500,45-943-000-000,4.666666666666667,Вороновское,2591,внутригородская территория города федерального значения поселение Вороновское,внутригородская территория города федерального значения,77,Москва
1501,45-944-000-000,89.9047619047619,Десеновское,2592,внутригородская территория города федерального значения поселение Десеновское,внутригородская территория города федерального значения,77,Москва
1502,45-945-000-000,9.842105263157896,Киевский,2593,внутригородская территория города федерального значения поселение Киевский,внутригородская территория города федерального значения,77,Москва
1503,45-946-000-000,10.88888888888889,Кленовское,2594,внутригородская территория города федерального значения поселение Кленовское,внутригородская территория города федерального значения,77,Москва
1504,45-947-000-000,9.567567567567568,Кокошкино,2595,внутригородская территория города федерального значения поселение Кокошкино,внутригородская территория города федерального значения,77,Москва
1505,45-948-000-000,11.294117647058824,Краснопахорское,2596,внутригородская территория города федерального значения поселение Краснопахорское,внутригородская территория города федерального значения,77,Москва
1506,45-949-000-000,33.55555555555556,Марушкинское,2597,внутригородская территория города федерального значения поселение Марушкинское,внутригородская территория города федерального значения,77,Москва
1507,45-951-000-000,-6.7407407407407405,Михайлово-Ярцевское,2598,внутригородская территория города федерального значения поселение Михайлово-Ярцевское,внутригородская территория города федерального значения,77,Москва
1508,45-952-000-000,156.66666666666666,Московский,2599,внутригородская территория города федерального значения поселение Московский,внутригородская территория города федерального значения,77,Москва
1509,45-953-000-000,-13.5,Мосрентген,2600,"внутригородская территория города федерального значения поселение Мосрентген""""",внутригородская территория города федерального значения,77,Москва
1510,45-954-000-000,75.70731707317073,Новофедоровское,2601,внутригородская территория города федерального значения поселение Новофедоровское,внутригородская территория города федерального значения,77,Москва
1511,45-955-000-000,128.92307692307693,Первомайское,2602,внутригородская территория города федерального значения поселение Первомайское,внутригородская территория города федерального значения,77,Москва
1512,45-956-000-000,15.210526315789474,Роговское,2603,внутригородская территория города федерального значения поселение Роговское,внутригородская территория города федерального значения,77,Москва
1513,45-957-000-000,62.54054054054054,Рязановское,2604,внутригородская территория города федерального значения поселение Рязановское,внутригородская территория города федерального значения,77,Москва
1514,45-958-000-000,227.8048780487805,Сосенское,2605,внутригородская территория города федерального значения поселение Сосенское,внутригородская территория города федерального значения,77,Москва
1515,45-959-000-000,84.25641025641026,Филимонковское,2606,внутригородская территория города федерального значения поселение Филимонковское,внутригородская территория города федерального значения,77,Москва
1516,45-961-000-000,15.555555555555555,Щаповское,2607,внутригородская территория города федерального значения поселение Щаповское,внутригородская территория города федерального значения,77,Москва
1517,46-605-000-000,6.315789473684211,Волоколамский,1489,Волоколамский муниципальный район,муниципальный район,50,Московская область
1518,46-606-000-000,55.17948717948718,Воскресенский,1490,Воскресенский муниципальный район,муниципальный район,50,Московская область
1519,46-608-000-000,-9.64102564102564,Дмитровский,1491,Дмитровский муниципальный район,муниципальный район,50,Московская область
1520,46-615-000-000,-37.05,Сергиево-Посадский,1501,Сергиево-Посадский муниципальный район,муниципальный район,50,Московская область
1521,46-621-000-000,31.70731707317073,Клинский,1492,Клинский муниципальный район,муниципальный район,50,Московская область
1522,46-628-000-000,788.8,Ленинский,1493,Ленинский муниципальный район,муниципальный район,50,Московская область
1523,46-629-000-000,6.857142857142857,Лотошинский,1494,Лотошинский муниципальный район,муниципальный район,50,Московская область
1524,46-633-000-000,31.333333333333332,Можайский,1495,Можайский муниципальный район,муниципальный район,50,Московская область
1525,46-639-000-000,124.58536585365853,Ногинский,1496,Ногинский муниципальный район,муниципальный район,50,Московская область
1526,46-648-000-000,213.5609756097561,Раменский,1500,Раменский муниципальный район,муниципальный район,50,Московская область
1527,46-654-000-000,11.157894736842104,Талдомский,1504,Талдомский муниципальный район,муниципальный район,50,Московская область
1528,46-659-000-000,-21.105263157894736,Щёлковский,1505,Щёлковский муниципальный район,муниципальный район,50,Московская область
1529,46-659-000-000,-21.105263157894736,Щёлковский,2649,Щёлковский муниципальный район,муниципальный район,50,Московская область
1530,46-704-000-000,140.25,Балашиха,1439,городской округ Балашиха,городской округ,50,Московская область
1531,46-705-000-000,-6.2631578947368425,Бронницы,1440,городской округ Бронницы,городской округ,50,Московская область
1532,46-706-000-000,16.473684210526315,Краснознаменск,1460,городской округ Краснознаменск,городской округ,50,Московская область
1533,46-707-000-000,788.8,Ленинский,1493,городской округ Ленинский,городской округ,50,Московская область
1534,46-708-000-000,6.315789473684211,Волоколамский,1489,городской округ Волоколамский,городской округ,50,Московская область
1535,46-709-000-000,211.0952380952381,Домодедово,1445,городской округ Домодедово,городской округ,50,Московская область
1536,46-710-000-000,55.17948717948718,Воскресенск,1490,городской округ Воскресенск,городской округ,50,Московская область
1537,46-711-000-000,4.114285714285714,Дзержинский,1443,городской округ Дзержинский,городской округ,50,Московская область
1538,46-715-000-000,-9.64102564102564,Дмитровский,1491,городской округ Дмитровский,городской округ,50,Московская область
1539,46-716-000-000,-36.73684210526316,Долгопрудный,1444,городской округ Долгопрудный,городской округ,50,Московская область
1540,46-718-000-000,-4.111111111111111,Дубна,1446,городской округ Дубна,городской округ,50,Московская область
1541,46-722-000-000,62.35897435897436,Егорьевск,1447,городской округ Егорьевск,городской округ,50,Московская область
1542,46-725-000-000,15.9,Жуковский,1448,городской округ Жуковский,городской округ,50,Московская область
1543,46-728-000-000,-37.05,Сергиево-Посадский,1501,городской округ Сергиево-Посадский,городской округ,50,Московская область
1544,46-729-000-000,20.42105263157895,Зарайск,1449,городской округ Зарайск,городской округ,50,Московская область
1545,46-733-000-000,-36.92307692307692,Истра,1453,городской округ Истра,городской округ,50,Московская область
1546,46-734-000-000,5.809523809523809,Королёв,1456,городской округ Королёв,городской округ,50,Московская область
1547,46-735-000-000,-2.1538461538461537,Кашира,1454,городской округ Кашира,городской округ,50,Московская область
1548,46-737-000-000,31.70731707317073,Клин,1492,городской округ Клин,городской округ,50,Московская область
1549,46-738-000-000,-33.21951219512195,Коломенский,1455,городской округ Коломенский,городской округ,50,Московская область
1550,46-738-000-000,-33.21951219512195,Коломна,2808,городской округ Коломна,городской округ,50,Московская область
1551,46-739-000-000,186.43243243243242,Котельники,1457,городской округ Котельники,городской округ,50,Московская область
1552,46-740-000-000,-9.621621621621621,Лобня,1461,городской округ Лобня,городской округ,50,Московская область
1553,46-741-000-000,42.05,Лыткарино,1464,городской округ Лыткарино,городской округ,50,Московская область
1554,46-742-000-000,77.05,Лосино-Петровский,1462,городской округ Лосино-Петровский,городской округ,50,Московская область
1555,46-742-000-000,77.05,Лосино-Петровский,2648,городской округ Лосино-Петровский,городской округ,50,Московская область
1556,46-744-000-000,485.4418604651163,Красногорск,1459,городской округ Красногорск,городской округ,50,Московская область
1557,46-745-000-000,31.333333333333332,Можайский,1495,городской округ Можайский,городской округ,50,Московская область
1558,46-746-000-000,467.14285714285717,Мытищи,1467,городской округ Мытищи,городской округ,50,Московская область
1559,46-747-000-000,40.1578947368421,Луховицы,1463,городской округ Луховицы,городской округ,50,Московская область
1560,46-748-000-000,418.3414634146341,Люберцы,1465,городской округ Люберцы,городской округ,50,Московская область
1561,46-750-000-000,146.4390243902439,Наро-Фоминский,1468,городской округ Наро-Фоминский,городской округ,50,Московская область
1562,46-751-000-000,124.58536585365853,Богородский,1496,городской округ Богородский,городской округ,50,Московская область
1563,46-752-000-000,6.857142857142857,Лотошино,1494,городской округ Лотошино,городской округ,50,Московская область
1564,46-755-000-000,52.05,Одинцовский,2651,городской округ Одинцовский,городской округ,50,Московская область
1565,46-757-000-000,44.48780487804878,Орехово-Зуево,1470,городской округ Орехово-Зуево,городской округ,50,Московская область
1566,46-757-000-000,44.48780487804878,Орехово-Зуевский,2652,городской округ Орехово-Зуевский,городской округ,50,Московская область
1567,46-758-000-000,46.292682926829265,Пушкинский,1499,городской округ Пушкинский,городской округ,50,Московская область
1568,46-758-000-000,46.292682926829265,Пушкинский,2814,городской округ Пушкинский,городской округ,50,Московская область
1569,46-759-000-000,61.17948717948718,Павловский Посад,1471,городской округ Павловский Посад,городской округ,50,Московская область
1570,46-759-000-000,61.17948717948718,Павлово-Посадский,3014,городской округ Павлово-Посадский,городской округ,50,Московская область
1571,46-760-000-000,66.48780487804878,Подольск,1472,городской округ Подольск,городской округ,50,Московская область
1572,46-761-000-000,1.0833333333333333,Молодёжный,1466,городской округ Молодёжный,городской округ,50,Московская область
1573,46-762-000-000,6.8108108108108105,Пущино,1474,городской округ Пущино,городской округ,50,Московская область
1574,46-763-000-000,0.42105263157894735,Восход,1442,городской округ Восход,городской округ,50,Московская область
1575,46-764-000-000,-27.2972972972973,Реутов,1475,городской округ Реутов,городской округ,50,Московская область
1576,46-766-000-000,45.64102564102564,Рузский,1477,городской округ Рузский,городской округ,50,Московская область
1577,46-767-000-000,29.11111111111111,Протвино,1473,городской округ Протвино,городской округ,50,Московская область
1578,46-768-000-000,213.5609756097561,Раменский,1500,городской округ Раменский,городской округ,50,Московская область
1579,46-770-000-000,77.51219512195122,Серпухов,1479,городской округ Серпухов,городской округ,50,Московская область
1580,46-770-000-000,77.51219512195122,Серпухов,2644,городской округ Серпухов,городской округ,50,Московская область
1581,46-771-000-000,156.95238095238096,Солнечногорск,1503,городской округ Солнечногорск,городской округ,50,Московская область
1582,46-771-000-000,156.95238095238096,Солнечногорск,3013,городской округ Солнечногорск,городской округ,50,Московская область
1583,46-772-000-000,-0.36363636363636365,Серебряные Пруды,1478,городской округ Серебряные Пруды,городской округ,50,Московская область
1584,46-773-000-000,14.222222222222221,Власиха,1441,городской округ Власиха,городской округ,50,Московская область
1585,46-776-000-000,31.365853658536587,Ступино,1480,городской округ Ступино,городской округ,50,Московская область
1586,46-778-000-000,11.157894736842104,Талдомский,1504,городской округ Талдомский,городской округ,50,Московская область
1587,46-780-000-000,-22.564102564102566,Фрязино,1481,городской округ Фрязино,городской округ,50,Московская область
1588,46-781-000-000,-17.487179487179485,Черноголовка,1483,городской округ Черноголовка,городской округ,50,Московская область
1589,46-783-000-000,1.5609756097560976,Химки,1482,городской округ Химки,городской округ,50,Московская область
