,oktmo,value,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name
559,19-632-000-000,-1.5238095238095237,Междуреченский,1060,Междуреченский муниципальный район,муниципальный район,35,Вологодская область
560,19-634-000-000,-2.1481481481481484,Никольский,1061,Никольский муниципальный район,муниципальный район,35,Вологодская область
561,19-636-000-000,-3.8,Нюксенский,1062,Нюксенский муниципальный район,муниципальный район,35,Вологодская область
562,19-638-000-000,-8.193548387096774,Сокольский,1063,Сокольский муниципальный район,муниципальный район,35,Вологодская область
563,19-640-000-000,0.3333333333333333,Сямженский,1064,Сямженский муниципальный район,муниципальный район,35,Вологодская область
564,19-642-000-000,1.6923076923076923,Тарногский,1065,Тарногский муниципальный район,муниципальный район,35,Вологодская область
565,19-646-000-000,2.1724137931034484,Тотемский,1066,Тотемский муниципальный район,муниципальный район,35,Вологодская область
566,19-648-000-000,0.5,Усть-Кубинский,1067,Усть-Кубинский муниципальный район,муниципальный район,35,Вологодская область
567,19-650-000-000,0.07407407407407407,Устюженский,1068,Устюженский муниципальный район,муниципальный район,35,Вологодская область
568,19-652-000-000,-0.43478260869565216,Харовский,1069,Харовский муниципальный район,муниципальный район,35,Вологодская область
569,19-654-000-000,-5.72,Чагодощенский,1070,Чагодощенский муниципальный район,муниципальный район,35,Вологодская область
570,19-656-000-000,21.419354838709676,Череповецкий,1071,Череповецкий муниципальный район,муниципальный район,35,Вологодская область
571,19-658-000-000,-10.821428571428571,Шекснинский,1072,Шекснинский муниципальный район,муниципальный район,35,Вологодская область
572,19-701-000-000,48.03125,Вологда,1045,городской округ город Вологда,городской округ,35,Вологодская область
573,19-730-000-000,-38.515151515151516,Череповец,1046,городской округ город Череповец,городской округ,35,Вологодская область
574,20-602-000-000,0.24390243902439024,Аннинский,1076,Аннинский муниципальный район,муниципальный район,36,Воронежская область
575,20-604-000-000,17.83783783783784,Бобровский,1077,Бобровский муниципальный район,муниципальный район,36,Воронежская область
576,20-605-000-000,-0.23529411764705882,Богучарский,1078,Богучарский муниципальный район,муниципальный район,36,Воронежская область
577,20-608-000-000,-9.157894736842104,Бутурлиновский,1079,Бутурлиновский муниципальный район,муниципальный район,36,Воронежская область
578,20-610-000-000,4.411764705882353,Верхнемамонский,1080,Верхнемамонский муниципальный район,муниципальный район,36,Воронежская область
579,20-611-000-000,9.833333333333334,Верхнехавский,1081,Верхнехавский муниципальный район,муниципальный район,36,Воронежская область
580,20-612-000-000,3.1052631578947367,Воробьёвский,1082,Воробьёвский муниципальный район,муниципальный район,36,Воронежская область
581,20-613-000-000,7.166666666666667,Грибановский,1083,Грибановский муниципальный район,муниципальный район,36,Воронежская область
582,20-615-000-000,-16.41025641025641,Калачеевский,1084,Калачеевский муниципальный район,муниципальный район,36,Воронежская область
583,20-617-000-000,1.5,Каменский,1085,Каменский муниципальный район,муниципальный район,36,Воронежская область
584,20-619-000-000,-5.945945945945946,Кантемировский,1086,Кантемировский муниципальный район,муниципальный район,36,Воронежская область
585,20-620-000-000,7.947368421052632,Каширский,1087,Каширский муниципальный район,муниципальный район,36,Воронежская область
586,20-621-000-000,-6.6976744186046515,Лискинский,1088,Лискинский муниципальный район,муниципальный район,36,Воронежская область
587,20-623-000-000,11.166666666666666,Нижнедевицкий,1089,Нижнедевицкий муниципальный район,муниципальный район,36,Воронежская область
588,20-625-000-000,104.1,Новоусманский,1090,Новоусманский муниципальный район,муниципальный район,36,Воронежская область
589,20-627-000-000,-7.6923076923076925,Новохопёрский,1091,Новохопёрский муниципальный район,муниципальный район,36,Воронежская область
590,20-629-000-000,3.8421052631578947,Ольховатский,1092,Ольховатский муниципальный район,муниципальный район,36,Воронежская область
591,20-631-000-000,2.857142857142857,Острогожский,1093,Острогожский муниципальный район,муниципальный район,36,Воронежская область
592,20-633-000-000,-13.210526315789474,Павловский,1094,Павловский муниципальный район,муниципальный район,36,Воронежская область
593,20-635-000-000,9.4,Панинский,1095,Панинский муниципальный район,муниципальный район,36,Воронежская область
594,20-637-000-000,8.3,Петропавловский,1096,Петропавловский муниципальный район,муниципальный район,36,Воронежская область
595,20-639-000-000,18.555555555555557,Поворинский,1097,Поворинский муниципальный район,муниципальный район,36,Воронежская область
596,20-641-000-000,3.388888888888889,Подгоренский,1098,Подгоренский муниципальный район,муниципальный район,36,Воронежская область
597,20-643-000-000,55.80487804878049,Рамонский,1099,Рамонский муниципальный район,муниципальный район,36,Воронежская область
598,20-645-000-000,0.6285714285714286,Репьёвский,1100,Репьёвский муниципальный район,муниципальный район,36,Воронежская область
599,20-647-000-000,2.5555555555555554,Россошанский,1101,Россошанский муниципальный район,муниципальный район,36,Воронежская область
600,20-649-000-000,41.38461538461539,Семилукский,1102,Семилукский муниципальный район,муниципальный район,36,Воронежская область
601,20-651-000-000,6.842105263157895,Таловский,1103,Таловский муниципальный район,муниципальный район,36,Воронежская область
602,20-654-000-000,-6.529411764705882,Терновский,1104,Терновский муниципальный район,муниципальный район,36,Воронежская область
603,20-656-000-000,23.17948717948718,Хохольский,1105,Хохольский муниципальный район,муниципальный район,36,Воронежская область
604,20-658-000-000,3.4594594594594597,Эртильский,1106,Эртильский муниципальный район,муниципальный район,36,Воронежская область
605,20-701-000-000,-48.390243902439025,Воронеж,1073,городской округ город Воронеж,городской округ,36,Воронежская область
606,20-710-000-000,-20.571428571428573,Борисоглебский,1074,городской округ Борисоглебский,городской округ,36,Воронежская область
607,20-727-000-000,16.81081081081081,Нововоронеж,1075,городской округ город Нововоронеж,городской округ,36,Воронежская область
608,22-502-000-000,0.24390243902439024,Ардатовский,1537,Ардатовский муниципальный округ,муниципальный округ,52,Нижегородская область
609,22-505-000-000,4.55,Балахнинский,1539,Балахнинский муниципальный округ,муниципальный округ,52,Нижегородская область
610,22-507-000-000,-15.025641025641026,Богородский,1540,Богородский муниципальный округ,муниципальный округ,52,Нижегородская область
611,22-509-000-000,-1.8125,Большеболдинский,1541,Большеболдинский муниципальный округ,муниципальный округ,52,Нижегородская область
612,22-510-000-000,5.096774193548387,Большемурашкинский,1542,Большемурашкинский муниципальный округ,муниципальный округ,52,Нижегородская область
613,22-512-000-000,1.4705882352941178,Бутурлинский,1543,Бутурлинский муниципальный округ,муниципальный округ,52,Нижегородская область
614,22-514-000-000,-1.2121212121212122,Вадский,1544,Вадский муниципальный округ,муниципальный округ,52,Нижегородская область
615,22-515-000-000,2.0,Варнавинский,1545,Варнавинский муниципальный округ,муниципальный округ,52,Нижегородская область
616,22-517-000-000,5.0256410256410255,Вачский,1546,Вачский муниципальный округ,муниципальный округ,52,Нижегородская область
617,22-518-000-000,-1.2121212121212122,Ветлужский,1547,Ветлужский муниципальный округ,муниципальный округ,52,Нижегородская область
618,22-519-000-000,-4.294117647058823,Вознесенский,1548,Вознесенский муниципальный округ,муниципальный округ,52,Нижегородская область
619,22-520-000-000,14.9,Володарский,1549,Володарский муниципальный округ,муниципальный округ,52,Нижегородская область
620,22-522-000-000,2.7567567567567566,Воскресенский,1551,Воскресенский муниципальный округ,муниципальный округ,52,Нижегородская область
621,22-526-000-000,-2.0625,Гагинский,1552,Гагинский муниципальный округ,муниципальный округ,52,Нижегородская область
622,22-528-000-000,14.736842105263158,Городецкий,1553,Городецкий муниципальный округ,муниципальный округ,52,Нижегородская область
623,22-530-000-000,0.45714285714285713,Дальнеконстантиновский,1554,Дальнеконстантиновский муниципальный округ,муниципальный округ,52,Нижегородская область
624,22-532-000-000,6.3428571428571425,Дивеевский,1555,Дивеевский муниципальный округ,муниципальный округ,52,Нижегородская область
625,22-533-000-000,0.11764705882352941,Княгининский,1556,Княгининский муниципальный округ,муниципальный округ,52,Нижегородская область
626,22-534-000-000,-3.2,Ковернинский,1557,Ковернинский муниципальный округ,муниципальный округ,52,Нижегородская область
627,22-535-000-000,-3.8181818181818183,Краснобаковский,1558,Краснобаковский муниципальный округ,муниципальный округ,52,Нижегородская область
628,22-536-000-000,0.9444444444444444,Краснооктябрьский,1559,Краснооктябрьский муниципальный округ,муниципальный округ,52,Нижегородская область
629,22-537-000-000,-20.24390243902439,Кстовский,1560,Кстовский муниципальный округ,муниципальный округ,52,Нижегородская область
630,22-539-000-000,-1.375,Лукояновский,1561,Лукояновский муниципальный округ,муниципальный округ,52,Нижегородская область
631,22-540-000-000,-2.972972972972973,Лысковский,1562,Лысковский муниципальный округ,муниципальный округ,52,Нижегородская область
632,22-542-000-000,1.6875,Павловский,1563,Павловский муниципальный округ,муниципальный округ,52,Нижегородская область
633,22-545-000-000,0.8205128205128205,Пильнинский,1564,Пильнинский муниципальный округ,муниципальный округ,52,Нижегородская область
634,22-546-000-000,-0.5263157894736842,Починковский,1565,Починковский муниципальный округ,муниципальный округ,52,Нижегородская область
635,22-548-000-000,-3.4285714285714284,Сергачский,1566,Сергачский муниципальный округ,муниципальный округ,52,Нижегородская область
636,22-549-000-000,-0.05555555555555555,Сеченовский,1567,Сеченовский муниципальный округ,муниципальный округ,52,Нижегородская область
637,22-550-000-000,3.942857142857143,Сосновский,1568,Сосновский муниципальный округ,муниципальный округ,52,Нижегородская область
638,22-551-000-000,-0.25,Спасский,1569,Спасский муниципальный округ,муниципальный округ,52,Нижегородская область
639,22-552-000-000,-0.125,Тонкинский,1570,Тонкинский муниципальный округ,муниципальный округ,52,Нижегородская область
640,22-553-000-000,-3.8378378378378377,Тоншаевский,1571,Тоншаевский муниципальный округ,муниципальный округ,52,Нижегородская область
641,22-554-000-000,-1.8333333333333333,Уренский,1572,Уренский муниципальный округ,муниципальный округ,52,Нижегородская область
642,22-556-000-000,-1.5757575757575757,Шарангский,1573,Шарангский муниципальный округ,муниципальный округ,52,Нижегородская область
643,22-557-000-000,5.783783783783784,Шатковский,1574,Шатковский муниципальный округ,муниципальный округ,52,Нижегородская область
644,22-602-000-000,0.24390243902439024,Ардатовский,1537,Ардатовский муниципальный район,муниципальный район,52,Нижегородская область
645,22-605-000-000,4.55,Балахнинский,1539,Балахнинский муниципальный район,муниципальный район,52,Нижегородская область
646,22-607-000-000,-15.025641025641026,Богородский,1540,Богородский муниципальный район,муниципальный район,52,Нижегородская область
647,22-609-000-000,-1.8125,Большеболдинский,1541,Большеболдинский муниципальный район,муниципальный район,52,Нижегородская область
648,22-610-000-000,5.096774193548387,Большемурашкинский,1542,Большемурашкинский муниципальный район,муниципальный район,52,Нижегородская область
649,22-612-000-000,1.4705882352941178,Бутурлинский,1543,Бутурлинский муниципальный район,муниципальный район,52,Нижегородская область
650,22-614-000-000,-1.2121212121212122,Вадский,1544,Вадский муниципальный район,муниципальный район,52,Нижегородская область
651,22-615-000-000,2.0,Варнавинский,1545,Варнавинский муниципальный район,муниципальный район,52,Нижегородская область
652,22-617-000-000,5.0256410256410255,Вачский,1546,Вачский муниципальный район,муниципальный район,52,Нижегородская область
653,22-618-000-000,-1.2121212121212122,Ветлужский,1547,Ветлужский муниципальный район,муниципальный район,52,Нижегородская область
654,22-619-000-000,-4.294117647058823,Вознесенский,1548,Вознесенский муниципальный район,муниципальный район,52,Нижегородская область
655,22-621-000-000,-0.16666666666666666,Воротынский,1550,Воротынский муниципальный район,муниципальный район,52,Нижегородская область
656,22-622-000-000,2.7567567567567566,Воскресенский,1551,Воскресенский муниципальный район,муниципальный район,52,Нижегородская область
657,22-626-000-000,-2.0625,Гагинский,1552,Гагинский муниципальный район,муниципальный район,52,Нижегородская область
658,22-628-000-000,14.736842105263158,Городецкий,1553,Городецкий муниципальный район,муниципальный район,52,Нижегородская область
659,22-630-000-000,0.45714285714285713,Дальнеконстантиновский,1554,Дальнеконстантиновский муниципальный район,муниципальный район,52,Нижегородская область
660,22-631-000-000,14.9,Володарский,1549,Володарский муниципальный район,муниципальный район,52,Нижегородская область
661,22-632-000-000,6.3428571428571425,Дивеевский,1555,Дивеевский муниципальный район,муниципальный район,52,Нижегородская область
662,22-633-000-000,0.11764705882352941,Княгининский,1556,Княгининский муниципальный район,муниципальный район,52,Нижегородская область
663,22-634-000-000,-3.2,Ковернинский,1557,Ковернинский муниципальный район,муниципальный район,52,Нижегородская область
664,22-635-000-000,-3.8181818181818183,Краснобаковский,1558,Краснобаковский муниципальный район,муниципальный район,52,Нижегородская область
665,22-636-000-000,0.9444444444444444,Краснооктябрьский,1559,Краснооктябрьский муниципальный район,муниципальный район,52,Нижегородская область
666,22-637-000-000,-20.24390243902439,Кстовский,1560,Кстовский муниципальный район,муниципальный район,52,Нижегородская область
667,22-639-000-000,-1.375,Лукояновский,1561,Лукояновский муниципальный район,муниципальный район,52,Нижегородская область
668,22-640-000-000,-2.972972972972973,Лысковский,1562,Лысковский муниципальный район,муниципальный район,52,Нижегородская область
669,22-642-000-000,1.6875,Павловский,1563,Павловский муниципальный район,муниципальный район,52,Нижегородская область
670,22-645-000-000,0.8205128205128205,Пильнинский,1564,Пильнинский муниципальный район,муниципальный район,52,Нижегородская область
671,22-646-000-000,-0.5263157894736842,Починковский,1565,Починковский муниципальный район,муниципальный район,52,Нижегородская область
672,22-648-000-000,-3.4285714285714284,Сергачский,1566,Сергачский муниципальный район,муниципальный район,52,Нижегородская область
673,22-649-000-000,-0.05555555555555555,Сеченовский,1567,Сеченовский муниципальный район,муниципальный район,52,Нижегородская область
674,22-650-000-000,3.942857142857143,Сосновский,1568,Сосновский муниципальный район,муниципальный район,52,Нижегородская область
675,22-651-000-000,-0.25,Спасский,1569,Спасский муниципальный район,муниципальный район,52,Нижегородская область
676,22-652-000-000,-0.125,Тонкинский,1570,Тонкинский муниципальный район,муниципальный район,52,Нижегородская область
677,22-653-000-000,-3.8378378378378377,Тоншаевский,1571,Тоншаевский муниципальный район,муниципальный район,52,Нижегородская область
678,22-654-000-000,-1.8333333333333333,Уренский,1572,Уренский муниципальный район,муниципальный район,52,Нижегородская область
679,22-656-000-000,-1.5757575757575757,Шарангский,1573,Шарангский муниципальный район,муниципальный район,52,Нижегородская область
680,22-657-000-000,5.783783783783784,Шатковский,1574,Шатковский муниципальный район,муниципальный район,52,Нижегородская область
681,22-701-000-000,-76.58536585365853,Нижний Новгород,1523,городской округ город Нижний Новгород,городской округ,52,Нижегородская область
682,22-703-000-000,1.6842105263157894,Арзамас,1524,городской округ город Арзамас,городской округ,52,Нижегородская область
683,22-703-000-000,1.6842105263157894,Арзамас,3005,городской округ город Арзамас,городской округ,52,Нижегородская область
684,22-712-000-000,27.121951219512194,Бор,1525,городской округ город Бор,городской округ,52,Нижегородская область
685,22-715-000-000,-6.545454545454546,Выкса,1526,городской округ город Выкса,городской округ,52,Нижегородская область
686,22-719-000-000,-0.16666666666666666,Воротынский,1550,городской округ Воротынский,городской округ,52,Нижегородская область
687,22-721-000-000,19.45,Дзержинск,1527,городской округ город Дзержинск,городской округ,52,Нижегородская область
688,22-727-000-000,1.7297297297297298,Кулебаки,1528,городской округ город Кулебаки,городской округ,52,Нижегородская область
689,22-730-000-000,-3.888888888888889,Навашинский,1529,городской округ Навашинский,городской округ,52,Нижегородская область
690,22-734-000-000,-0.6470588235294118,Первомайск,1534,городской округ город Первомайск,городской округ,52,Нижегородская область
691,22-737-000-000,11.18918918918919,Семеновский,1532,городской округ Семеновский,городской округ,52,Нижегородская область
692,22-739-000-000,1.2432432432432432,Перевозский,1530,городской округ Перевозский,городской округ,52,Нижегородская область
693,22-749-000-000,2.7027027027027026,Сокольский,1535,городской округ Сокольский,городской округ,52,Нижегородская область
694,22-755-000-000,2.0,Чкаловск,1536,городской округ город Чкаловск,городской округ,52,Нижегородская область
695,22-758-000-000,-10.578947368421053,Шахунья,1533,городской округ город Шахунья,городской округ,52,Нижегородская область
696,24-601-000-000,-0.43243243243243246,Вичугский,1113,Вичугский муниципальный район,муниципальный район,37,Ивановская область
697,24-602-000-000,0.5,Верхнеландеховский,1114,Верхнеландеховский муниципальный район,муниципальный район,37,Ивановская область
698,24-603-000-000,-9.72972972972973,Гаврилово-Посадский,1115,Гаврилово-Посадский муниципальный район,муниципальный район,37,Ивановская область
699,24-605-000-000,-3.6923076923076925,Заволжский,1116,Заволжский муниципальный район,муниципальный район,37,Ивановская область
700,24-607-000-000,16.0,Ивановский,1117,Ивановский муниципальный район,муниципальный район,37,Ивановская область
701,24-609-000-000,5.294117647058823,Ильинский,1118,Ильинский муниципальный район,муниципальный район,37,Ивановская область
702,24-611-000-000,-5.411764705882353,Кинешемский,1119,Кинешемский муниципальный район,муниципальный район,37,Ивановская область
703,24-613-000-000,13.405405405405405,Комсомольский,1120,Комсомольский муниципальный район,муниципальный район,37,Ивановская область
704,24-614-000-000,-2.27027027027027,Лежневский,1121,Лежневский муниципальный район,муниципальный район,37,Ивановская область
705,24-615-000-000,-1.0857142857142856,Лухский,1122,Лухский муниципальный район,муниципальный район,37,Ивановская область
706,24-617-000-000,-3.4444444444444446,Палехский,1123,Палехский муниципальный район,муниципальный район,37,Ивановская область
707,24-619-000-000,-1.2173913043478262,Пестяковский,1124,Пестяковский муниципальный район,муниципальный район,37,Ивановская область
708,24-620-000-000,3.1176470588235294,Приволжский,1125,Приволжский муниципальный район,муниципальный район,37,Ивановская область
709,24-621-000-000,3.6923076923076925,Пучежский,1126,Пучежский муниципальный район,муниципальный район,37,Ивановская область
710,24-623-000-000,0.5714285714285714,Родниковский,1127,Родниковский муниципальный район,муниципальный район,37,Ивановская область
711,24-625-000-000,-6.918918918918919,Савинский,1128,Савинский муниципальный район,муниципальный район,37,Ивановская область
712,24-629-000-000,-7.828571428571428,Тейковский,1129,Тейковский муниципальный район,муниципальный район,37,Ивановская область
713,24-631-000-000,5.297297297297297,Фурмановский,1130,Фурмановский муниципальный район,муниципальный район,37,Ивановская область
714,24-633-000-000,-11.105263157894736,Шуйский,1131,Шуйский муниципальный район,муниципальный район,37,Ивановская область
715,24-635-000-000,3.272727272727273,Южский,1132,Южский муниципальный район,муниципальный район,37,Ивановская область
716,24-637-000-000,-5.542857142857143,Юрьевецкий,1133,Юрьевецкий муниципальный район,муниципальный район,37,Ивановская область
717,24-701-000-000,13.095238095238095,Иваново,1107,городской округ Иваново,городской округ,37,Ивановская область
718,24-703-000-000,-3.4285714285714284,Вичуга,1108,городской округ Вичуга,городской округ,37,Ивановская область
719,24-705-000-000,-19.18918918918919,Кинешма,1109,городской округ Кинешма,городской округ,37,Ивановская область
720,24-706-000-000,-15.823529411764707,Кохма,1110,городской округ Кохма,городской округ,37,Ивановская область
721,24-707-000-000,-6.631578947368421,Тейково,1111,городской округ Тейково,городской округ,37,Ивановская область
722,24-711-000-000,-6.486486486486487,Шуя,1112,городской округ Шуя,городской округ,37,Ивановская область
723,25-601-000-000,-2.3529411764705883,Балаганский,1144,Балаганский муниципальный район,муниципальный район,38,Иркутская область
724,25-602-000-000,-18.114285714285714,Бодайбинский,1145,Бодайбинский муниципальный район,муниципальный район,38,Иркутская область
725,25-604-000-000,-18.0,Братский,1146,Братский муниципальный район,муниципальный район,38,Иркутская область
726,25-605-000-000,5.277777777777778,Аларский,1170,Аларский муниципальный район,муниципальный район,38,Иркутская область
727,25-606-000-000,48.54545454545455,Жигаловский,1147,Жигаловский муниципальный район,муниципальный район,38,Иркутская область
728,25-607-000-000,-4.909090909090909,Баяндаевский,1171,Баяндаевский муниципальный район,муниципальный район,38,Иркутская область
729,25-608-000-000,-5.542857142857143,Заларинский,1148,Заларинский муниципальный район,муниципальный район,38,Иркутская область
730,25-609-000-000,1.8181818181818181,Боханский,1172,Боханский муниципальный район,муниципальный район,38,Иркутская область
731,25-614-000-000,-6.324324324324325,Казачинско-Ленский,1151,Казачинско-Ленский муниципальный район,муниципальный район,38,Иркутская область
732,25-616-000-000,-0.125,Катангский,1152,Катангский муниципальный район,муниципальный район,38,Иркутская область
733,25-618-000-000,-2.9473684210526314,Качугский,1153,Качугский муниципальный район,муниципальный район,38,Иркутская область
734,25-620-000-000,10.5,Киренский,1154,Киренский муниципальный район,муниципальный район,38,Иркутская область
735,25-622-000-000,-11.428571428571429,Куйтунский,1155,Куйтунский муниципальный район,муниципальный район,38,Иркутская область
736,25-624-000-000,-1.9285714285714286,Мамско-Чуйский,1156,Мамско-Чуйский муниципальный район,муниципальный район,38,Иркутская область
737,25-626-000-000,-16.324324324324323,Нижнеилимский,1157,Нижнеилимский муниципальный район,муниципальный район,38,Иркутская область
738,25-628-000-000,-12.277777777777779,Нижнеудинский,1158,Нижнеудинский муниципальный район,муниципальный район,38,Иркутская область
739,25-629-000-000,-8.606060606060606,Нукутский,1173,Нукутский муниципальный район,муниципальный район,38,Иркутская область
740,25-631-000-000,-13.875,Осинский,1174,Осинский муниципальный район,муниципальный район,38,Иркутская область
741,25-634-000-000,1.7837837837837838,Слюдянский,1160,Слюдянский муниципальный район,муниципальный район,38,Иркутская область
742,25-636-000-000,-30.054054054054053,Тайшетский,1161,Тайшетский муниципальный район,муниципальный район,38,Иркутская область
743,25-638-000-000,-11.846153846153847,Тулунский,1162,Тулунский муниципальный район,муниципальный район,38,Иркутская область
744,25-642-000-000,-7.6875,Усть-Илимский,1164,Усть-Илимский муниципальный район,муниципальный район,38,Иркутская область
745,25-646-000-000,-3.5,Усть-Удинский,1166,Усть-Удинский муниципальный район,муниципальный район,38,Иркутская область
746,25-657-000-000,6.171428571428572,Эхирит-Булагатский,1175,Эхирит-Булагатский муниципальный район,муниципальный район,38,Иркутская область
747,25-701-000-000,-190.9047619047619,Иркутск,1134,городской округ город Иркутск,городской округ,38,Иркутская область
748,25-703-000-000,20.55,Ангарский,1135,городской округ Ангарский,городской округ,38,Иркутская область
749,25-714-000-000,10.4,Братск,1136,городской округ город Братск,городской округ,38,Иркутская область
750,25-720-000-000,-9.72972972972973,Зима,1137,городской округ Зима,городской округ,38,Иркутская область
751,25-726-000-000,17.833333333333332,Саянск,1138,городской округ город Саянск,городской округ,38,Иркутская область
752,25-732-000-000,-6.871794871794871,Тулун,1139,городской округ город Тулун,городской округ,38,Иркутская область
753,25-736-000-000,-26.615384615384617,Усолье-Сибирское,1140,городской округ город Усолье-Сибирское,городской округ,38,Иркутская область
754,25-738-000-000,-10.432432432432432,Усть-Илимск,1141,городской округ город Усть-Илимск,городской округ,38,Иркутская область
755,25-745-000-000,-1.9487179487179487,Черемхово,1142,городской округ город Черемхово,городской округ,38,Иркутская область
756,25-746-000-000,-0.06060606060606061,Свирск,1143,городской округ город Свирск,городской округ,38,Иркутская область
757,27-503-000-000,9.61111111111111,Багратионовский,1183,муниципальный округ Багратионовский,муниципальный округ,39,Калининградская область
758,27-506-000-000,-9.085714285714285,Гвардейский,1185,муниципальный округ Гвардейский,муниципальный округ,39,Калининградская область
759,27-507-000-000,148.85,Гурьевский,1186,муниципальный округ Гурьевский,муниципальный округ,39,Калининградская область
760,27-510-000-000,27.945945945945947,Зеленоградский,1188,муниципальный округ Зеленоградский,муниципальный округ,39,Калининградская область
761,27-513-000-000,-9.5625,Краснознаменский,1189,муниципальный округ Краснознаменский,муниципальный округ,39,Калининградская область
762,27-514-000-000,-0.16216216216216217,Неманский,1191,муниципальный округ Неманский,муниципальный округ,39,Калининградская область
763,27-515-000-000,-3.0588235294117645,Нестеровский,1192,муниципальный округ Нестеровский,муниципальный округ,39,Калининградская область
764,27-516-000-000,-4.0,Озерский,1193,муниципальный округ Озерский,муниципальный округ,39,Калининградская область
765,27-518-000-000,-1.5675675675675675,Полесский,1194,муниципальный округ Полесский,муниципальный округ,39,Калининградская область
766,27-519-000-000,-1.8888888888888888,Правдинский,1195,муниципальный округ Правдинский,муниципальный округ,39,Калининградская область
767,27-527-000-000,-4.444444444444445,Славский,1196,муниципальный округ Славский,муниципальный округ,39,Калининградская область
768,27-539-000-000,-12.631578947368421,Черняховский,1197,муниципальный округ Черняховский,муниципальный округ,39,Калининградская область
769,27-605-000-000,18.514285714285716,Балтийский,1184,Балтийский муниципальный район,муниципальный район,39,Калининградская область
770,27-624-000-000,-3.0588235294117645,Нестеровский,1192,Нестеровский муниципальный район,муниципальный район,39,Калининградская область
771,27-634-000-000,28.457142857142856,Светлогорский,1190,Светлогорский муниципальный район,муниципальный район,39,Калининградская область
772,27-701-000-000,91.61904761904762,Калининград,1176,городской округ город Калининград,городской округ,39,Калининградская область
773,27-703-000-000,9.61111111111111,Багратионовский,1183,городской округ Багратионовский,городской округ,39,Калининградская область
774,27-705-000-000,18.514285714285716,Балтийский,1184,городской округ Балтийский,городской округ,39,Калининградская область
775,27-706-000-000,-9.085714285714285,Гвардейский,1185,городской округ Гвардейский,городской округ,39,Калининградская область
776,27-707-000-000,148.85,Гурьевский,1186,городской округ Гурьевский,городской округ,39,Калининградская область
777,27-709-000-000,7.212121212121212,Гусевский,1187,городской округ Гусевский,городской округ,39,Калининградская область
778,27-710-000-000,27.945945945945947,Зеленоградский,1188,городской округ Зеленоградский,городской округ,39,Калининградская область
779,27-711-000-000,2.8,Ладушкинский,1177,городской округ Ладушкинский,городской округ,39,Калининградская область
780,27-712-000-000,1.7333333333333334,Мамоновский,1178,городской округ Мамоновский,городской округ,39,Калининградская область
781,27-713-000-000,-9.5625,Краснознаменский,1189,городской округ Краснознаменский,городской округ,39,Калининградская область
