,oktmo,Административная деятельность_зарплата,Водоснабжение_зарплата,Гос. управление и военн. безопасность_зарплата,Гостиницы и общепит_зарплата,Деятельность экстер. организаций_зарплата,Добыча полезных ископаемых_зарплата,Здравоохранение_зарплата,ИТ и связь_зарплата,Научная и проф. деятельность_зарплата,Обрабатывающие производства_зарплата,Образование_зарплата,Операции с недвижимостью_зарплата,Прочие услуги_зарплата,Сельское хозяйство_зарплата,Спорт и досуг_зарплата,Строительство_зарплата,Торговля_зарплата,Транспортировка и хранение_зарплата,Услуги ЖКХ_зарплата,Финансы и страхование_зарплата,municipal_district_name_short,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
2097,64-732-000-000,71034.9875,78869.45,142000.7,67570.9625,,,116884.3125,107963.8,177459.725,94205.28,94473.0,101618.91249999999,89164.7,394355.2625,93129.2,114990.625,128063.6375,165114.025,117263.6125,201468.1375,Ногликский,1961,городской округ Ногликский,городской округ,65,Сахалинская область,64732000
2098,64-736-000-000,88198.8625,94989.7375,126013.1375,70277.7375,,,113635.5125,88619.475,109532.5,69323.45,98823.725,85492.375,,139985.275,97800.5625,125749.15,95400.7875,121726.85,104418.85,172886.175,Охинский,1962,городской округ Охинский,городской округ,65,Сахалинская область,64736000
2099,64-740-000-000,59376.9375,60751.725,105242.8625,53308.725,,,101214.6125,74261.45,85674.3,53628.775,82275.2625,52773.025,45488.675,873621.2250000001,76285.0625,72208.025,72859.1375,60417.5875,68681.225,87793.55,Поронайский,1963,городской округ Поронайский,городской округ,65,Сахалинская область,64740000
2100,64-743-000-000,126075.1,123352.85,158885.425,82128.05,,,136250.975,129637.62857142858,83395.54285714286,138369.7875,100259.1625,105919.75,100753.225,173686.78,125620.8625,,146875.025,192097.475,123544.02500000001,95435.525,Северо-Курильский,1964,городской округ Северо-Курильский,городской округ,65,Сахалинская область,64743000
2101,64-746-000-000,76251.625,65271.100000000006,89590.0,54905.7,,,94332.125,76236.45,77736.6375,98438.025,90242.05,53378.3,45153.225000000006,79303.2,94926.75,51411.95,79669.875,87520.6,83859.4,87583.175,Смирныховский,1965,городской округ Смирныховский,городской округ,65,Сахалинская область,64746000
2102,64-748-000-000,83040.9875,58684.6,104636.575,42544.95,,,98267.7,93146.4875,93972.15,80977.825,80155.6875,49818.2,27402.775,43945.125,91091.3375,94489.65,85897.975,32131.25,103139.4,79128.625,Томаринский,1966,городской округ Томаринский,городской округ,65,Сахалинская область,64748000
2103,64-750-000-000,75680.125,66927.525,94871.2,58002.2875,,,97390.125,85093.075,87266.0375,74421.36,90684.1375,53545.85,29666.95,60218.2,88917.55,137288.875,78701.575,71330.3,81624.225,79880.85,Тымовский,1967,городской округ Тымовский,городской округ,65,Сахалинская область,64750000
2104,64-752-000-000,86849.3,83751.3125,104448.8125,87606.325,,,96541.125,85098.925,218373.0875,92362.25,85221.275,61446.666666666664,112285.1,154253.1875,76308.35,155654.425,133530.0875,142397.5625,88189.1,93775.08750000001,Углегорский,1968,городской округ Углегорский,городской округ,65,Сахалинская область,64752000
2105,64-754-000-000,111041.975,55078.05,98960.225,47928.3625,,,94477.625,77826.85,88160.6625,134218.375,79197.35,63896.875,46219.925,501228.1,75167.675,50922.275,80313.2875,116979.8875,99693.9875,88757.7875,Холмский,1969,городской округ Холмский,городской округ,65,Сахалинская область,64754000
2106,64-756-000-000,113946.1875,82341.3,149434.475,92127.95,,,126720.6375,117805.3125,161440.0375,127123.0875,134840.1625,67188.1,48136.125,159729.925,117425.1625,128443.0375,103350.2,133120.8875,133953.975,237500.7375,Южно-Курильский,1970,городской округ Южно-Курильский,городской округ,65,Сахалинская область,64756000
2107,65-608-000-000,41705.575,32532.7375,49323.4875,,,,44323.625,45800.825,38267.27142857143,56407.375,43628.6375,28361.649999999998,31928.3125,37520.875,50641.6125,57206.875,44940.4125,34965.95,47305.1125,49268.475,Байкаловский,2039,Байкаловский муниципальный район,муниципальный район,66,Свердловская область,65608000
2108,65-623-000-000,,36528.425,45664.35,32856.525,,,43741.375,56855.1,,10694.175,43080.4,44479.825,30381.85,46257.2625,49061.7,51262.675,45957.5375,,34095.1625,,Камышловский,2040,Камышловский муниципальный район,муниципальный район,66,Свердловская область,65623000
2109,65-628-000-000,41184.2625,37813.8,54413.45,36082.4375,,,47283.425,65800.9375,43924.4125,65190.2375,42453.6,35405.8125,74768.75,26960.725,51265.85,61284.775,43890.85,47318.725,41074.7,45038.4375,Нижнесергинский,2042,Нижнесергинский муниципальный район,муниципальный район,66,Свердловская область,65628000
2110,65-639-000-000,34747.2875,27207.9125,48652.2375,,,,42747.725,34197.6,42246.125,,43648.1375,43669.0125,42179.1875,25812.975,61799.725,25540.75,43961.325,33592.3125,34523.875,56831.125,Слободо-Туринский,2041,Слободо-Туринский муниципальный район,муниципальный район,66,Свердловская область,65639000
2111,65-645-000-000,,,47454.8125,,,,35273.25,43540.8625,33683.4,,42627.6625,23229.0,,29816.325,52076.575,,44381.45,29503.275,35700.475,,Таборинский,2043,Таборинский муниципальный район,муниципальный район,66,Свердловская область,65645000
2112,65-701-000-000,,,,,,,,,,,73890.5625,,,,,,,,,,Екатеринбург,1971,городской округ город Екатеринбург,городской округ,66,Свердловская область,65701000
2113,65-703-000-000,40686.9,31522.025,58516.85,28447.45,,,47986.4125,44594.575,44094.25,48356.9,41426.9125,36449.6375,29748.1,30750.8,51094.05,86364.54999999999,41252.0625,63905.5,63613.7375,48466.075,Артемовский,1973,городской округ Артемовский,городской округ,66,Свердловская область,65703000
2114,65-704-000-000,34144.85,35053.7875,55698.35,22518.45,,,46827.275,38004.975,36679.1,25901.4,42830.8125,23114.316666666666,57236.725,44368.3125,46359.8875,19502.075,41546.575,28230.140000000003,35228.2,46418.0375,Артинский,2017,городской округ Артинский,городской округ,66,Свердловская область,65704000
2115,65-705-000-000,45339.775,27570.3875,48826.875,,,,43181.6,29952.75,29942.975,94626.26666666666,42214.5375,21519.95,21717.35,35260.05,47929.425,78593.825,43387.6375,33318.5125,29938.7,49472.675,Ачитский,2018,городской округ Ачитский,городской округ,66,Свердловская область,65705000
2116,65-706-000-000,49530.575,51463.575,47105.4375,44007.0125,,,53748.825,51750.05,44708.125,118482.15,48303.25,35652.4,44107.6875,42766.975,59590.9875,62797.075,64224.5625,62502.1875,38782.275,56169.2375,Белоярский,2019,городской округ Белоярский,городской округ,66,Свердловская область,65706000
2117,65-707-000-000,46873.6125,41911.9,55116.15,36249.9,,48720.35,44795.0125,54330.6875,42002.325,62275.1,45800.9875,44771.4375,35797.6875,57894.6,53937.65,63683.024999999994,50028.2625,51794.8875,66677.55,44659.175,Богданович,1978,городской округ Богданович,городской округ,66,Свердловская область,65707000
2118,65-708-000-000,46022.3375,47230.6875,57644.1875,62136.225000000006,,,55040.7125,116351.9875,67793.375,79813.55,48402.9625,54101.2375,55593.1,21284.875,53463.6875,54539.075,59176.2625,64982.6875,49138.025,53697.8875,Верхнесалдинский,1981,городской округ Верхнесалдинский,городской округ,66,Свердловская область,65708000
2119,65-709-000-000,30494.8,33142.275,58327.0,33768.274999999994,,,54887.3375,69036.5875,37073.9,,43741.625,32472.875,19258.25,28484.1625,50479.425,,42171.4625,93717.2125,,54862.2375,Верхотурский,2021,городской округ Верхотурский,городской округ,66,Свердловская область,65709000
2120,65-710-000-000,24424.525,26504.45,50648.325,75922.1,,,30654.1,58720.9,37470.024999999994,16688.275,40132.4375,24885.875,,26025.35,47631.55,100200.275,35550.01666666667,119467.77500000001,33707.5,,Гаринский,2022,городской округ Гаринский,городской округ,66,Свердловская область,65710000
2121,65-711-000-000,,,,,,,,,,,20816.225,,,,,,,,,,Ирбитское,2023,городской округ Ирбитское,городской округ,66,Свердловская область,65711000
2122,65-712-000-000,40669.475,51478.475,46688.7125,41402.55,,,49465.4375,37210.75,54239.9625,47834.575,42925.2875,24444.875,22374.775,59310.7625,58738.15,,44922.9625,25512.975,36003.18571428571,,Каменский,2024,городской округ Каменский,городской округ,66,Свердловская область,65712000
2123,65-713-000-000,,,,,,,,,,,52988.15,,,,,,,,,,Красноуфимский,2025,городской округ Красноуфимский округ,городской округ,66,Свердловская область,65713000
2124,65-714-000-000,21176.725,29714.350000000002,57948.3875,46219.6125,,113407.7875,46358.95,41241.375,39982.625,67473.675,50811.025,29316.2625,23429.4625,24899.025,53776.1875,59815.65,48738.5,72738.675,44288.5375,45535.7,Невьянский,1999,городской округ Невьянский,городской округ,66,Свердловская область,65714000
2125,65-715-000-000,67216.2,33311.65,56490.775,37098.7625,,,48647.5125,53511.35,43330.0625,56299.2625,48487.4,36618.65,22466.9625,,47429.4625,96624.525,45966.575,93150.025,65232.95,57192.1125,Нижнетуринский,2002,городской округ Нижнетуринский,городской округ,66,Свердловская область,65715000
2126,65-716-000-000,52964.5375,30930.625,60171.7125,17038.125,,,42129.325,47668.55,42041.15,28367.300000000003,43585.625,,16654.0,59135.625,48905.1875,,40449.65,29227.85,31555.95,80759.0125,Новолялинский,2028,городской округ Новолялинский,городской округ,66,Свердловская область,65716000
2127,65-717-000-000,29809.4375,,44897.8875,39647.8375,,,44783.5125,,48878.7625,60594.625,46071.5125,35405.15,35082.825,49793.875,55435.5625,,47310.5375,36452.975000000006,40842.9,,Горноуральский,2029,городской округ Горноуральский,городской округ,66,Свердловская область,65717000
2128,65-718-000-000,43050.65,27634.242857142857,55332.3,25152.7,,,43039.575,30687.45,,64234.725,43437.35,38384.05,34104.15,48674.2,47726.125,28247.85,44647.375,39610.3125,36285.2125,30555.55,Пышминский,2030,городской округ Пышминский,городской округ,66,Свердловская область,65718000
2129,65-719-000-000,55820.7625,40866.8,54439.925,46568.15,,81830.35,54259.9875,110947.5,125700.0125,86672.775,52361.7875,50289.775,67153.775,54805.4,73120.8875,,51069.1875,70462.55,58526.3625,48405.9875,Ревда,2006,городской округ Ревда,городской округ,66,Свердловская область,65719000
2130,65-720-000-000,39974.0125,44993.8625,55749.35,31237.8,,79870.95,47059.575,55480.625,59575.925,78108.125,44015.4625,32988.075,36916.8,44206.425,46812.2125,,45074.7,46328.2375,42131.175,54352.925,Режевской,2008,городской округ Режевской,городской округ,66,Свердловская область,65720000
2131,65-721-000-000,27429.575,49104.2,54031.45,47508.075,,,47847.575,89805.55,32679.425,55509.625,49097.2375,,,38343.525,53989.875,121528.8,36985.875,78606.3375,,79112.5,Сосьвинский,2031,городской округ Сосьвинский,городской округ,66,Свердловская область,65721000
2132,65-722-000-000,53900.5,50664.9625,59821.3,56446.7125,,56849.3,53945.3,42513.3125,61226.8875,74344.1,49939.2875,42271.975,39637.825,59414.2625,49546.9375,,69397.2125,65185.6125,46085.0,57634.9875,Сысертский,2032,городской округ Сысертский,городской округ,66,Свердловская область,65722000
2133,65-723-000-000,40207.2125,24121.9,54507.925,20899.875,,,46328.25,37738.925,35239.15,25801.5,46858.325,35308.0375,33352.73333333333,17378.45,51666.175,44296.5,43841.9,50810.85,34092.114285714284,47874.2625,Тавдинский,2012,городской округ Тавдинский,городской округ,66,Свердловская область,65723000
2134,65-724-000-000,39596.525,33220.683333333334,58689.9125,25203.725,,,45093.3375,44402.775,43471.9,67615.325,43387.575,37437.700000000004,50923.2125,40096.775,47325.475,59695.06666666667,41531.8,39304.275,63790.7625,49894.2875,Талицкий,2034,городской округ Талицкий,городской округ,66,Свердловская область,65724000
2135,65-725-000-000,41265.425,30575.25,43524.15,23686.075,,,45361.6125,34904.6,33111.875,,42152.0375,30884.35,22053.75,28035.0,52759.175,,39455.825,34851.240000000005,39392.575,64614.625,Тугулымский,2035,городской округ Тугулымский,городской округ,66,Свердловская область,65725000
2136,65-726-000-000,26636.5875,28800.65,60625.65,24182.675,,,42250.8875,44812.8,50771.575,34563.9,45700.6125,31473.575,25483.375,45003.737499999996,51705.1875,35850.225,42753.4625,51244.2625,39420.5625,66443.0,Туринский,2036,городской округ Туринский,городской округ,66,Свердловская область,65726000
2137,65-727-000-000,34206.725,27253.6,54442.4125,39305.65,,,41594.8125,45860.525,45875.05,,41900.7875,30078.425000000003,,30510.15,51860.125,49167.950000000004,38335.575,35422.020000000004,39118.625,42044.850000000006,Шалинский,2037,городской округ Шалинский,городской округ,66,Свердловская область,65727000
2138,65-728-000-000,,,,,,,,,,,60759.725,,,,,,,,,,Алапаевск,1972,городской округ город Алапаевск,городской округ,66,Свердловская область,65728000
2139,65-729-000-000,51164.1625,39719.375,40704.6375,47331.25,,,61294.2,43572.375,63693.9,87148.15,56365.9,62877.72857142857,,,51995.325,82717.7,54907.5125,,49365.8375,42418.1625,Арамильский,2033,городской округ Арамильский,городской округ,66,Свердловская область,65729000
2140,65-730-000-000,36417.0,30399.787500000002,59750.125,34310.725,,57416.775,49396.725,48504.1125,53803.825,60069.025,50128.625,36627.125,26205.175,65658.2,53190.1625,92284.95,44807.8125,35663.5875,44631.1,52836.3625,Асбестовский,1974,городской округ Асбестовский,городской округ,66,Свердловская область,65730000
2141,65-731-000-000,56989.6875,53057.387500000004,51478.1875,46918.0625,,87480.76,54937.05,70167.925,102061.425,76351.5875,54744.4125,36935.475,58341.325,46540.9125,55029.45,75416.2875,66626.125,62059.0625,52904.8375,62967.8125,Березовский,1977,городской округ Березовский,городской округ,66,Свердловская область,65731000
2142,65-732-000-000,56888.4625,70609.2125,57118.65,49184.7625,,51126.825,58768.825,113750.8125,70805.95,140439.6,53127.675,60101.25,41955.425,927953.7,129782.175,66730.75,69674.35,60216.125,62068.012500000004,67714.875,Верхняя Пышма,1979,городской округ Верхняя Пышма,городской округ,66,Свердловская область,65732000
2143,65-733-000-000,29396.2875,45122.2,40886.2625,,,,43788.475,39348.375,34594.45,20375.75,49405.175,30835.575,26639.5,20378.7,55838.3,,42757.2125,46391.2875,94259.7,38987.1375,Верхний Тагил,1992,городской округ Верхний Тагил,городской округ,66,Свердловская область,65733000
2144,65-734-000-000,31915.65,82798.125,44168.05,,,,42667.2,54037.2625,39567.25,78779.8125,45423.125,,45341.7,69615.05,56754.84285714286,,44786.975,78974.975,82797.45,50867.45,Верхняя Тура,1997,городской округ Верхняя Тура,городской округ,66,Свердловская область,65734000
2145,65-735-000-000,47054.91428571429,,54186.3875,27251.65,,,45365.7,45115.9,40516.925,48805.65,40702.2,39311.375,25253.5,,51821.025,57731.125,41310.625,41883.125,42195.5,,Волчанский,1989,городской округ Волчанский,городской округ,66,Свердловская область,65735000
2146,65-736-000-000,31582.5,33196.675,57107.575,,,51687.325,41197.675,53421.225,44761.475,54825.625,45714.25,,34061.95,,43547.6125,,44970.6125,40179.575,649995.75,47592.7,Дегтярск,2007,городской округ Дегтярск,городской округ,66,Свердловская область,65736000
2147,65-737-000-000,46461.8375,50631.875,60001.3625,39298.45,,44518.675,54893.2875,83271.5125,95619.5,96994.425,49024.7875,45954.55,61383.275,48934.55,54659.925,69393.15,76058.7125,56091.5,116862.75,65293.4125,Заречный,1982,городской округ Заречный,городской округ,66,Свердловская область,65737000
2148,65-738-000-000,68647.7625,32726.05,57378.3375,28721.0,,106701.7,45225.6,42659.1875,56903.675,13782.825,46410.625,29289.65,,22443.725,54713.4125,,42921.25,89760.925,38502.85,50206.85,Ивдельский,1983,городской округ Ивдельский,городской округ,66,Свердловская область,65738000
2149,65-739-000-000,,,,,,,,,,,31731.95,,,,,,,,,,Ирбит,1985,городской округ город Ирбит,городской округ,66,Свердловская область,65739000
2150,65-740-000-000,50299.5375,63263.6,62931.825,48394.1375,,,53007.75,91226.1,91423.8375,75015.1375,51705.7,55543.1875,63736.9,31410.225,51380.8875,39239.825,54784.4125,79015.4625,63132.375,88248.6,Каменск-Уральский,1986,городской округ город Каменск-Уральский,городской округ,66,Свердловская область,65740000
2151,65-741-000-000,38402.9875,37801.025,55131.3375,33718.4,,,49543.4875,37710.4,60379.8125,46017.5875,47868.275,34627.46,33657.8375,29816.325,53400.4125,,45219.525,69180.8375,37827.8,50948.575,Камышловский,1987,городской округ Камышловский,городской округ,66,Свердловская область,65741000
2152,65-742-000-000,88844.525,37252.05,55638.8625,36181.399999999994,,88253.8,47573.3375,42855.1625,63989.412500000006,47970.0875,45813.325,35478.15,29804.775,32548.699999999997,49260.0875,69806.15,43564.65,95603.6625,45095.775,45477.7125,Карпинск,1988,городской округ Карпинск,городской округ,66,Свердловская область,65742000
2153,65-743-000-000,38098.575,47916.3,59708.8625,33281.1625,,93055.6125,46572.924999999996,,107617.8375,64169.5,49148.5,,28001.0,,46157.2125,45054.4375,46954.975,99990.2,72654.75,47387.512500000004,Качканарский,1990,городской округ Качканарский,городской округ,66,Свердловская область,65743000
2154,65-744-000-000,38660.25,33840.025,54993.45,31755.925,,43703.274999999994,45141.025,52313.5875,66961.575,69640.725,49678.9375,227347.9,22248.120000000003,28220.0,47414.975,,43905.35,33676.05,40741.075,44718.5875,Кировградский,1991,городской округ Кировградский,городской округ,66,Свердловская область,65744000
2155,65-745-000-000,55700.7875,51027.05,56778.35,33827.4,,101063.525,52831.7375,65258.625,79513.78749999999,70751.875,49268.2625,45197.9875,40835.15,38368.475,51071.3125,63575.175,46586.325,75590.125,59904.6,58150.4125,Краснотурьинск,1993,городской округ Краснотурьинск,городской округ,66,Свердловская область,65745000
2156,65-746-000-000,44280.525,34321.4,55271.2125,38815.15,,65058.475000000006,43017.2125,65579.025,89253.4875,85579.35,46024.4375,27260.7,30507.15,27216.675,44745.5125,41082.4,47268.7,39673.325,37951.6625,69729.85,Красноуральск,1994,городской округ Красноуральск,городской округ,66,Свердловская область,65746000
2157,65-747-000-000,40799.0125,39996.525,60414.6375,27556.837499999998,,,55618.425,59224.925,42234.375,52836.1625,47012.3875,40035.0875,37237.2,22721.575,51590.7625,104355.675,46077.4125,71933.9875,51273.6875,53481.0,Красноуфимск,1995,городской округ Красноуфимск,городской округ,66,Свердловская область,65747000
2158,65-748-000-000,34652.475,33255.274999999994,60306.4125,35091.425,,76736.3625,47204.65,46390.6125,48512.95,64110.6875,45643.95,34387.08,39360.1,30660.15,44260.2125,44057.025,45334.1125,60484.875,39163.025,49020.55,Кушвинский,1996,городской округ Кушвинский,городской округ,66,Свердловская область,65748000
2159,65-750-000-000,33635.45,28979.942857142858,54385.2125,28862.05,,,53401.425,45009.2375,63200.6125,48851.65,50734.25,21736.3,26781.95,,53607.8625,81754.65,45041.275,,37674.975,33189.875,Нижняя Салда,2001,городской округ Нижняя Салда,городской округ,66,Свердловская область,65750000
2160,65-751-000-000,40493.325,55163.4875,58307.95,40339.2875,,51610.375,55923.0125,84115.85,96144.9625,79232.6625,54289.3125,41392.275,61064.5,54252.5375,48731.7625,72894.3875,58369.325,68416.3125,61291.2375,66879.6,Нижний Тагил,2000,городской округ город Нижний Тагил,городской округ,66,Свердловская область,65751000
2161,65-753-000-000,48735.4375,43213.2875,61570.775,38084.3125,,56142.025,55834.55,77702.1375,67929.025,81450.2625,49488.1125,52147.5625,49971.6375,59318.125,53806.825,77142.8375,63148.9,73508.025,58140.35,96924.8,Первоуральск,2004,городской округ Первоуральск,городской округ,66,Свердловская область,65753000
2162,65-754-000-000,42658.9,57849.625,53437.45,48922.7,,68139.05,52428.8,97382.475,59129.7875,78899.2375,52171.9625,47030.45,37834.9375,66235.35,47141.924999999996,45342.65,58191.9625,76607.5125,64995.1875,142262.65,Полевской,2005,городской округ Полевской,городской округ,66,Свердловская область,65754000
2163,65-755-000-000,39855.6375,32233.225,59171.5375,42629.0625,,88752.52857142857,47791.525,57850.0625,57336.8875,74688.15,48886.3625,39042.75,27581.475,,46190.425,78036.0875,44042.55,67686.05,39322.4875,52038.775,Североуральский,2009,городской округ Североуральский,городской округ,66,Свердловская область,65755000
2164,65-756-000-000,39244.0875,42037.925,59415.55,42091.85,,56639.425,52307.55,71041.4,59777.549999999996,73099.0125,45015.5375,34765.9875,51890.8875,31901.2,50200.475,74383.75,49551.275,66787.4875,67180.1375,65194.15,Серовский,2010,городской округ Серовский,городской округ,66,Свердловская область,65756000
2165,65-757-000-000,39378.725,57914.8,65013.025,29804.775,,,57458.8625,50783.625,96583.7125,93780.1125,59203.775,59326.15,32400.074999999997,66861.3,54145.8375,107271.45000000001,65656.875,73651.6875,118611.1875,56829.875,Среднеуральск,1980,городской округ Среднеуральск,городской округ,66,Свердловская область,65757000
2166,65-758-000-000,35671.9875,31766.975,58017.1,37505.3625,,,44242.2625,63223.7125,54949.149999999994,81406.825,46691.6,33717.3,31186.95,58042.7375,45783.85,94887.46250000001,55818.825,84764.925,38302.15,57243.625,Сухой Лог,2011,городской округ Сухой Лог,городской округ,66,Свердловская область,65758000
2167,65-759-000-000,26235.45,30625.574999999997,45881.5625,20491.875,,,36288.325,36777.375,,,44910.8125,27994.85,,,48526.85,62631.05,42153.2375,55544.81999999999,35914.1125,,Бисертский,2027,городской округ Бисертский,городской округ,66,Свердловская область,65759000
2168,65-760-000-000,37034.025,31359.5,48967.5375,,,,36631.975,53176.225,51224.375,44208.55,49063.05,33928.3,,,57633.6875,75929.875,51145.8125,61570.75,27820.675,,Верхнее Дуброво,2020,городской округ Верхнее Дуброво,городской округ,66,Свердловская область,65760000
2169,65-761-000-000,,37523.700000000004,41703.075,,,,46485.45,59407.4,,70019.8,48148.6875,162696.84999999998,,,52549.525,,40624.4125,,39893.575,,Верх-Нейвинский,2026,городской округ Верх-Нейвинский,городской округ,66,Свердловская область,65761000
2170,65-762-000-000,138149.725,45039.0,44202.3,,,63195.125,39589.125,,,47383.225,47946.275,,,,46828.325,,44964.8875,56407.975,45979.45,,Малышевский,1975,городской округ Малышевский,городской округ,66,Свердловская область,65762000
2171,65-763-000-000,32282.625,43259.6,47752.375,,,,42927.85,43418.075,73856.5625,57645.45,51823.65,51190.15,33882.05,60059.149999999994,49179.9375,61785.7,43307.3125,39107.22,104210.6125,62578.425,Рефтинский,1976,городской округ Рефтинский,городской округ,66,Свердловская область,65763000
2172,65-764-000-000,124059.075,65435.95,65489.3375,39931.95,,,41199.0,38199.725,28089.225,,46136.8875,,,,67028.725,,53332.1375,118208.2875,45154.075,42994.45,Пелым,1984,городской округ Пелым,городской округ,66,Свердловская область,65764000
2173,65-766-000-000,,29456.45,53847.9625,32675.0,,,34779.65,52101.4,,,45110.4,21154.449999999997,,,45242.3,,39536.025,,39826.425,,Староуткинск,2038,городской округ Староуткинск,городской округ,66,Свердловская область,65766000
2174,65-769-000-000,,,,,,,,,,,29230.149999999998,,,,,,,,,,Махнёвское,2016,городской округ Махнёвское,городской округ,66,Свердловская область,65769000
2175,65-771-000-000,,,,,,,,,,,36725.825,,,,,,,,,,Алапаевское,2015,городской округ Алапаевское,городской округ,66,Свердловская область,65771000
2176,66-603-000-000,17627.675,22056.025,44417.925,,,,35467.4625,32900.066666666666,29470.4,,33965.6125,21162.25,21445.475,24964.575,35804.2625,,37095.45,39515.72,46812.1,33540.925,Велижский,2046,Велижский муниципальный район,муниципальный район,67,Смоленская область,66603000
2177,66-605-000-000,38138.924999999996,45883.7625,45336.4375,30740.875,,57081.6,37416.4875,34434.825,37650.9875,58234.425,36201.2,36141.1375,44949.2125,47057.425,42678.05,57505.75714285714,47481.025,70751.7875,48303.5,56173.025,Вяземский,2047,Вяземский муниципальный район,муниципальный район,67,Смоленская область,66605000
2178,66-608-000-000,53690.262500000004,66702.1625,48207.75,25248.95,,,35736.8125,31034.1,29468.0625,79843.8,39388.125,,26999.4375,54425.75,49690.2625,97248.375,59651.85,46524.6375,51350.6125,70967.8,Гагаринский,2048,Гагаринский муниципальный район,муниципальный район,67,Смоленская область,66608000
2179,66-609-000-000,23892.11666666667,31692.125,44150.5875,,,,40697.7,29785.928571428572,25083.649999999998,36164.799999999996,37433.475,,,38703.75,35036.575,,37574.55,44004.9,46943.925,,Глинковский,2049,Глинковский муниципальный район,муниципальный район,67,Смоленская область,66609000
2180,66-611-000-000,24304.2,20778.4,37921.5375,,,44434.875,35980.8625,28732.416666666668,27647.537500000002,,34185.375,19869.225,19224.15,25497.9,34614.35,33611.524999999994,38484.05,29592.6,50655.175,28683.725,Демидовский,2050,Демидовский муниципальный район,муниципальный район,67,Смоленская область,66611000
2181,66-614-000-000,44862.6,43510.675,47732.45,45257.9375,,45210.95,34831.975,27883.525,66927.8375,87208.575,32406.9875,,36186.075,58865.05714285715,41487.0875,51778.325,40513.1625,58608.4625,54858.1125,76757.8,Дорогобужский,2051,Дорогобужский муниципальный район,муниципальный район,67,Смоленская область,66614000
2182,66-616-000-000,29729.45,22579.95,39404.3,35699.75,,,35640.325,28562.9,18976.55,,32534.199999999997,22310.6125,19940.966666666667,23044.225,33476.6,39494.525,33015.4125,49635.7625,69900.1625,,Духовщинский,2052,Духовщинский муниципальный район,муниципальный район,67,Смоленская область,66616000
2183,66-619-000-000,,26671.675,35085.65,,,,32446.550000000003,29549.15,27739.2375,,33489.8,21943.475,24221.325,48966.4,35817.2375,46457.05,40103.475,58450.4875,51376.875,54297.575,Ельнинский,2053,Ельнинский муниципальный район,муниципальный район,67,Смоленская область,66619000
2184,66-621-000-000,21986.075,22848.4,38286.575000000004,,,,28475.7125,34367.4,27933.325,28598.574999999997,32877.9125,33124.825,17093.325,52591.4,32324.175,46940.725,40003.225,35949.65,53760.475,,Ершичский,2054,Ершичский муниципальный район,муниципальный район,67,Смоленская область,66621000
2185,66-623-000-000,26279.4,38236.875,37876.7375,,,,33488.8875,46055.075,31346.45,49482.1,34142.95,68896.0,24198.175,31467.975,34165.0625,44455.8,48630.9875,50111.0125,46853.4875,,Кардымовский,2055,Кардымовский муниципальный район,муниципальный район,67,Смоленская область,66623000
2186,66-624-000-000,23149.825,23233.125,41485.3,,,,35738.425,52962.9625,30047.525,,33395.6625,27737.35,19531.275,25121.3,33867.2125,46896.8,47528.8125,43701.7,47447.275,21198.625,Краснинский,2056,Краснинский муниципальный район,муниципальный район,67,Смоленская область,66624000
2187,66-627-000-000,17765.325,27246.8375,40692.875,18059.65,,,38512.35,35533.98333333333,22799.725,,35570.575,,23961.575,33946.25,34472.95,53827.8,32797.6625,36247.775,53082.2375,,Монастырщинский,2057,Монастырщинский муниципальный район,муниципальный район,67,Смоленская область,66627000
2188,66-630-000-000,30250.025,19858.375,33106.9375,,,,31827.449999999997,26289.5,34030.95,,37467.425,21335.425,,32979.5125,40385.5375,47312.25,34891.8,41522.5,46090.975000000006,,Новодугинский,2058,Новодугинский муниципальный район,муниципальный район,67,Смоленская область,66630000
2189,66-633-000-000,23843.55,27163.8125,39639.225,28054.525,,,33766.1625,42439.2625,33636.3125,50508.6375,33407.9375,27955.45,39464.3875,55472.9,35173.725,44118.7,35270.6375,58603.65,50633.5375,50270.5625,Починковский,2059,Починковский муниципальный район,муниципальный район,67,Смоленская область,66633000
2190,66-636-000-000,27756.2125,35797.6375,49422.7625,22720.4,,,32835.0,78812.5375,24355.9125,59278.075,35307.25,28535.7875,27525.35,66301.8375,36725.0125,48453.75,43556.6125,38049.0125,45351.1,52552.1,Рославльский,2060,Рославльский муниципальный район,муниципальный район,67,Смоленская область,66636000
2191,66-638-000-000,26132.7125,22265.875,48396.8875,,,,33001.725,35119.2125,34098.1125,45531.075,36087.975,21271.2625,26056.4125,21733.0375,37148.05,46652.575,45601.9,27407.475,41190.3375,29373.4,Руднянский,2061,Руднянский муниципальный район,муниципальный район,67,Смоленская область,66638000
2192,66-641-000-000,27990.2625,34883.375,51012.9,28793.9,,,34139.4375,34007.0375,31060.3875,55166.9875,35764.7875,34924.7875,46574.275,59918.862499999996,35638.5125,46328.075,50536.6,53095.75,46423.8875,58608.5,Сафоновский,2062,Сафоновский муниципальный район,муниципальный район,67,Смоленская область,66641000
