,index,oktmo_x,indicator_value,municipal_district_name_short,oktmo_y,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
1016,1002,49650000,4920.0,Чудовский,49-650-000-000,1595.0,Чудовский муниципальный район,муниципальный район,53.0,Новгородская область,49650000
1017,1003,49655000,2107.25,Шимский,49-655-000-000,1596.0,Шимский муниципальный район,муниципальный район,53.0,Новгородская область,49655000
1018,1004,49701000,62472.75,Великий Новгород,49-701-000-000,1575.0,городской округ Великий Новгород,городской округ,53.0,Новгородская область,49701000
1019,1005,50603000,6346.75,Баганский,50-603-000-000,1602.0,Баганский муниципальный район,муниципальный район,54.0,Новосибирская область,50603000
1020,1006,50604000,11832.5,Барабинский,50-604-000-000,1603.0,Барабинский муниципальный район,муниципальный район,54.0,Новосибирская область,50604000
1021,1007,50606000,6974.5,Болотнинский,50-606-000-000,1604.0,Болотнинский муниципальный район,муниципальный район,54.0,Новосибирская область,50606000
1022,1008,50608000,7007.25,Венгеровский,50-608-000-000,1605.0,Венгеровский муниципальный район,муниципальный район,54.0,Новосибирская область,50608000
1023,1009,50610000,6389.5,Доволенский,50-610-000-000,1606.0,Доволенский муниципальный район,муниципальный район,54.0,Новосибирская область,50610000
1024,1010,50613000,5356.5,Здвинский,50-613-000-000,1607.0,Здвинский муниципальный район,муниципальный район,54.0,Новосибирская область,50613000
1025,1011,50615000,19219.5,Искитимский,50-615-000-000,1608.0,Искитимский муниципальный район,муниципальный район,54.0,Новосибирская область,50615000
1026,1012,50617000,14723.75,Карасукский,50-617-000-000,1609.0,Карасукский муниципальный район,муниципальный район,54.0,Новосибирская область,50617000
1027,1013,50619000,5408.75,Каргатский,50-619-000-000,1610.0,Каргатский муниципальный район,муниципальный район,54.0,Новосибирская область,50619000
1028,1014,50621000,7592.0,Колыванский,50-621-000-000,1611.0,Колыванский муниципальный район,муниципальный район,54.0,Новосибирская область,50621000
1029,1015,50623000,11918.25,Коченевский,50-623-000-000,1612.0,Коченевский муниципальный район,муниципальный район,54.0,Новосибирская область,50623000
1030,1016,50625000,5666.25,Кочковский,50-625-000-000,1613.0,Кочковский муниципальный район,муниципальный район,54.0,Новосибирская область,50625000
1031,1017,50627000,12216.25,Краснозерский,50-627-000-000,1614.0,Краснозерский муниципальный район,муниципальный район,54.0,Новосибирская область,50627000
1032,1018,50630000,15597.75,Куйбышевский,50-630-000-000,1615.0,Куйбышевский муниципальный район,муниципальный район,54.0,Новосибирская область,50630000
1033,1019,50632000,9260.5,Купинский,50-632-000-000,1616.0,Купинский муниципальный район,муниципальный район,54.0,Новосибирская область,50632000
1034,1020,50634000,4233.0,Кыштовский,50-634-000-000,1617.0,Кыштовский муниципальный район,муниципальный район,54.0,Новосибирская область,50634000
1035,1021,50636000,8959.75,Маслянинский,50-636-000-000,1618.0,Маслянинский муниципальный район,муниципальный район,54.0,Новосибирская область,50636000
1036,1022,50638000,11933.25,Мошковский,50-638-000-000,1619.0,Мошковский муниципальный район,муниципальный район,54.0,Новосибирская область,50638000
1037,1023,50640000,38432.0,Новосибирский,50-640-000-000,1620.0,Новосибирский муниципальный район,муниципальный район,54.0,Новосибирская область,50640000
1038,1024,50642000,12966.0,Ордынский,50-642-000-000,1621.0,Ордынский муниципальный район,муниципальный район,54.0,Новосибирская область,50642000
1039,1025,50644000,3426.75,Северный,50-644-000-000,1622.0,Северный муниципальный район,муниципальный район,54.0,Новосибирская область,50644000
1040,1026,50648000,10507.75,Сузунский,50-648-000-000,1623.0,Сузунский муниципальный район,муниципальный район,54.0,Новосибирская область,50648000
1041,1027,50650000,11509.75,Татарский,50-650-000-000,1624.0,Татарский муниципальный район,муниципальный район,54.0,Новосибирская область,50650000
1042,1028,50652000,15865.25,Тогучинский,50-652-000-000,1625.0,Тогучинский муниципальный район,муниципальный район,54.0,Новосибирская область,50652000
1043,1029,50654000,5197.0,Убинский,50-654-000-000,1626.0,Убинский муниципальный район,муниципальный район,54.0,Новосибирская область,50654000
1044,1030,50655000,4603.5,Усть-Таркский,50-655-000-000,1627.0,Усть-Таркский муниципальный район,муниципальный район,54.0,Новосибирская область,50655000
1045,1031,50656000,8204.0,Чановский,50-656-000-000,1628.0,Чановский муниципальный район,муниципальный район,54.0,Новосибирская область,50656000
1046,1032,50657000,13761.5,Черепановский,50-657-000-000,1629.0,Черепановский муниципальный район,муниципальный район,54.0,Новосибирская область,50657000
1047,1033,50658000,6414.75,Чистоозерный,50-658-000-000,1630.0,Чистоозерный муниципальный район,муниципальный район,54.0,Новосибирская область,50658000
1048,1034,50659000,6383.5,Чулымский,50-659-000-000,1631.0,Чулымский муниципальный район,муниципальный район,54.0,Новосибирская область,50659000
1049,1035,50701000,363395.5,Новосибирск,50-701-000-000,1597.0,городской округ город Новосибирск,городской округ,54.0,Новосибирская область,50701000
1050,1036,50708000,31437.75,Бердск,50-708-000-000,1598.0,городской округ город Бердск,городской округ,54.0,Новосибирская область,50708000
1051,1037,50712000,15753.5,Искитим,50-712-000-000,1599.0,городской округ город Искитим,городской округ,54.0,Новосибирская область,50712000
1052,1038,50717000,5815.75,Обь,50-717-000-000,1600.0,городской округ город Обь,городской округ,54.0,Новосибирская область,50717000
1053,1039,50740000,6651.75,Кольцово,50-740-000-000,1601.0,городской округ рабочий поселок Кольцово,городской округ,54.0,Новосибирская область,50740000
1054,1040,52601000,5587.75,Азовский немецкий,52-601-000-000,1633.0,Азовский немецкий национальный муниципальный район,муниципальный район,55.0,Омская область,52601000
1055,1041,52603000,7057.0,Большереченский,52-603-000-000,1634.0,Большереченский муниципальный район,муниципальный район,55.0,Омская область,52603000
1056,1042,52606000,1748.5,Большеуковский,52-606-000-000,1635.0,Большеуковский муниципальный район,муниципальный район,55.0,Омская область,52606000
1057,1043,52609000,5798.75,Горьковский,52-609-000-000,1636.0,Горьковский муниципальный район,муниципальный район,55.0,Омская область,52609000
1058,1044,52612000,3226.5,Знаменский,52-612-000-000,1637.0,Знаменский муниципальный район,муниципальный район,55.0,Омская область,52612000
1059,1045,52615000,9130.0,Исилькульский,52-615-000-000,1638.0,Исилькульский муниципальный район,муниципальный район,55.0,Омская область,52615000
1060,1046,52618000,7906.75,Калачинский,52-618-000-000,1639.0,Калачинский муниципальный район,муниципальный район,55.0,Омская область,52618000
1061,1047,52621000,2857.0,Колосовский,52-621-000-000,1640.0,Колосовский муниципальный район,муниципальный район,55.0,Омская область,52621000
1062,1048,52623000,5583.0,Кормиловский,52-623-000-000,1641.0,Кормиловский муниципальный район,муниципальный район,55.0,Омская область,52623000
1063,1049,52626000,3602.0,Крутинский,52-626-000-000,1642.0,Крутинский муниципальный район,муниципальный район,55.0,Омская область,52626000
1064,1050,52629000,8693.5,Любинский,52-629-000-000,1643.0,Любинский муниципальный район,муниципальный район,55.0,Омская область,52629000
1065,1051,52630000,6275.5,Марьяновский,52-630-000-000,1644.0,Марьяновский муниципальный район,муниципальный район,55.0,Омская область,52630000
1066,1052,52632000,7750.0,Москаленский,52-632-000-000,1645.0,Москаленский муниципальный район,муниципальный район,55.0,Омская область,52632000
1067,1053,52634000,5565.5,Муромцевский,52-634-000-000,1646.0,Муромцевский муниципальный район,муниципальный район,55.0,Омская область,52634000
1068,1054,52636000,4372.0,Называевский,52-636-000-000,1647.0,Называевский муниципальный район,муниципальный район,55.0,Омская область,52636000
1069,1055,52639000,3792.75,Нижнеомский,52-639-000-000,1648.0,Нижнеомский муниципальный район,муниципальный район,55.0,Омская область,52639000
1070,1056,52641000,5308.0,Нововаршавский,52-641-000-000,1649.0,Нововаршавский муниципальный район,муниципальный район,55.0,Омская область,52641000
1071,1057,52642000,4240.0,Одесский,52-642-000-000,1650.0,Одесский муниципальный район,муниципальный район,55.0,Омская область,52642000
1072,1058,52643000,3147.25,Оконешниковский,52-643-000-000,1651.0,Оконешниковский муниципальный район,муниципальный район,55.0,Омская область,52643000
1073,1059,52644000,19700.25,Омский,52-644-000-000,1652.0,Омский муниципальный район,муниципальный район,55.0,Омская область,52644000
1074,1060,52646000,4027.0,Павлоградский,52-646-000-000,1653.0,Павлоградский муниципальный район,муниципальный район,55.0,Омская область,52646000
1075,1061,52648000,5225.5,Полтавский,52-648-000-000,1654.0,Полтавский муниципальный район,муниципальный район,55.0,Омская область,52648000
1076,1062,52650000,4275.5,Русско-Полянский,52-650-000-000,1655.0,Русско-Полянский муниципальный район,муниципальный район,55.0,Омская область,52650000
1077,1063,52651000,4951.0,Саргатский,52-651-000-000,1656.0,Саргатский муниципальный район,муниципальный район,55.0,Омская область,52651000
1078,1064,52652000,2602.0,Седельниковский,52-652-000-000,1657.0,Седельниковский муниципальный район,муниципальный район,55.0,Омская область,52652000
1079,1065,52653000,8243.0,Таврический,52-653-000-000,1658.0,Таврический муниципальный район,муниципальный район,55.0,Омская область,52653000
1080,1066,52654000,11712.5,Тарский,52-654-000-000,1659.0,Тарский муниципальный район,муниципальный район,55.0,Омская область,52654000
1081,1067,52655000,3888.25,Тевризский,52-655-000-000,1660.0,Тевризский муниципальный район,муниципальный район,55.0,Омская область,52655000
1082,1068,52656000,4784.5,Тюкалинский,52-656-000-000,1661.0,Тюкалинский муниципальный район,муниципальный район,55.0,Омская область,52656000
1083,1069,52657000,2379.25,Усть-Ишимский,52-657-000-000,1662.0,Усть-Ишимский муниципальный район,муниципальный район,55.0,Омская область,52657000
1084,1070,52658000,7370.0,Черлакский,52-658-000-000,1663.0,Черлакский муниципальный район,муниципальный район,55.0,Омская область,52658000
1085,1071,52659000,5754.75,Шербакульский,52-659-000-000,1664.0,Шербакульский муниципальный район,муниципальный район,55.0,Омская область,52659000
1086,1072,52701000,200367.5,Омск,52-701-000-000,1632.0,городской округ город Омск,городской округ,55.0,Омская область,52701000
1087,1073,53604000,5342.5,Адамовский,53-604-000-000,1678.0,Адамовский муниципальный район,муниципальный район,56.0,Оренбургская область,53604000
1088,1074,53605000,6771.75,Акбулакский,53-605-000-000,1679.0,Акбулакский муниципальный район,муниципальный район,56.0,Оренбургская область,53605000
1089,1075,53606000,4312.75,Александровский,53-606-000-000,1680.0,Александровский муниципальный район,муниципальный район,56.0,Оренбургская область,53606000
1090,1076,53607000,6348.25,Асекеевский,53-607-000-000,1681.0,Асекеевский муниципальный район,муниципальный район,56.0,Оренбургская область,53607000
1091,1077,53610000,4291.75,Беляевский,53-610-000-000,1682.0,Беляевский муниципальный район,муниципальный район,56.0,Оренбургская область,53610000
1092,1078,53611000,16145.25,Бугурусланский,53-611-000-000,1683.0,Бугурусланский муниципальный район,муниципальный район,56.0,Оренбургская область,53611000
1093,1079,53612000,27022.75,Бузулукский,53-612-000-000,1684.0,Бузулукский муниципальный район,муниципальный район,56.0,Оренбургская область,53612000
1094,1080,53615000,4167.75,Грачёвский,53-615-000-000,1685.0,Грачёвский муниципальный район,муниципальный район,56.0,Оренбургская область,53615000
1095,1081,53617000,4110.0,Домбаровский,53-617-000-000,1686.0,Домбаровский муниципальный район,муниципальный район,56.0,Оренбургская область,53617000
1096,1082,53619000,7341.75,Илекский,53-619-000-000,1687.0,Илекский муниципальный район,муниципальный район,56.0,Оренбургская область,53619000
1097,1083,53622000,4524.25,Кваркенский,53-622-000-000,1688.0,Кваркенский муниципальный район,муниципальный район,56.0,Оренбургская область,53622000
1098,1084,53623000,5922.0,Красногвардейский,53-623-000-000,1689.0,Красногвардейский муниципальный район,муниципальный район,56.0,Оренбургская область,53623000
1099,1085,53625000,5303.5,Курманаевский,53-625-000-000,1690.0,Курманаевский муниципальный район,муниципальный район,56.0,Оренбургская область,53625000
1100,1086,53627000,3751.5,Матвеевский,53-627-000-000,1691.0,Матвеевский муниципальный район,муниципальный район,56.0,Оренбургская область,53627000
1101,1087,53630000,8522.0,Новоорский,53-630-000-000,1692.0,Новоорский муниципальный район,муниципальный район,56.0,Оренбургская область,53630000
1102,1088,53631000,10479.5,Новосергиевский,53-631-000-000,1693.0,Новосергиевский муниципальный район,муниципальный район,56.0,Оренбургская область,53631000
1103,1089,53633000,6824.75,Октябрьский,53-633-000-000,1694.0,Октябрьский муниципальный район,муниципальный район,56.0,Оренбургская область,53633000
1104,1090,53634000,24826.0,Оренбургский,53-634-000-000,1695.0,Оренбургский муниципальный район,муниципальный район,56.0,Оренбургская область,53634000
1105,1091,53636000,6885.25,Первомайский,53-636-000-000,1696.0,Первомайский муниципальный район,муниципальный район,56.0,Оренбургская область,53636000
1106,1092,53637000,7155.25,Переволоцкий,53-637-000-000,1697.0,Переволоцкий муниципальный район,муниципальный район,56.0,Оренбургская область,53637000
1107,1093,53638000,4390.75,Пономарёвский,53-638-000-000,1698.0,Пономарёвский муниципальный район,муниципальный район,56.0,Оренбургская область,53638000
1108,1094,53640000,7888.75,Сакмарский,53-640-000-000,1699.0,Сакмарский муниципальный район,муниципальный район,56.0,Оренбургская область,53640000
1109,1095,53641000,13288.75,Саракташский,53-641-000-000,1700.0,Саракташский муниципальный район,муниципальный район,56.0,Оренбургская область,53641000
1110,1096,53642000,3068.75,Светлинский,53-642-000-000,1701.0,Светлинский муниципальный район,муниципальный район,56.0,Оренбургская область,53642000
1111,1097,53643000,3490.5,Северный,53-643-000-000,1702.0,Северный муниципальный район,муниципальный район,56.0,Оренбургская область,53643000
1112,1098,53651000,6910.25,Ташлинский,53-651-000-000,1703.0,Ташлинский муниципальный район,муниципальный район,56.0,Оренбургская область,53651000
1113,1099,53652000,7339.75,Тоцкий,53-652-000-000,1704.0,Тоцкий муниципальный район,муниципальный район,56.0,Оренбургская область,53652000
1114,1100,53653000,6102.75,Тюльганский,53-653-000-000,1705.0,Тюльганский муниципальный район,муниципальный район,56.0,Оренбургская область,53653000
1115,1101,53656000,5604.75,Шарлыкский,53-656-000-000,1706.0,Шарлыкский муниципальный район,муниципальный район,56.0,Оренбургская область,53656000
1116,1102,53701000,125012.75,Оренбург,53-701-000-000,1665.0,городской округ город Оренбург,городской округ,56.0,Оренбургская область,53701000
1117,1103,53704000,7094.25,Абдулинский,53-704-000-000,1666.0,городской округ Абдулинский,городской округ,56.0,Оренбургская область,53704000
1118,1104,53708000,35.75,Бугуруслан,53-708-000-000,1667.0,городской округ город Бугуруслан,городской округ,56.0,Оренбургская область,53708000
1119,1105,53712000,77.0,Бузулук,53-712-000-000,1668.0,городской округ город Бузулук,городской округ,56.0,Оренбургская область,53712000
1120,1106,53713000,11935.0,Гайский,53-713-000-000,1669.0,городской округ Гайский,городской округ,56.0,Оренбургская область,53713000
1121,1107,53714000,11128.5,Кувандыкский,53-714-000-000,1670.0,городской округ Кувандыкский,городской округ,56.0,Оренбургская область,53714000
1122,1108,53715000,7386.25,Медногорск,53-715-000-000,1671.0,городской округ город Медногорск,городской округ,56.0,Оренбургская область,53715000
1123,1109,53720000,21921.5,Новотроицк,53-720-000-000,1672.0,городской округ город Новотроицк,городской округ,56.0,Оренбургская область,53720000
1124,1110,53723000,51775.25,Орск,53-723-000-000,1673.0,городской округ город Орск,городской округ,56.0,Оренбургская область,53723000
1125,1111,53725000,12844.25,Соль-Илецкий,53-725-000-000,1674.0,городской округ Соль-Илецкий,городской округ,56.0,Оренбургская область,53725000
1126,1112,53727000,11079.5,Сорочинский,53-727-000-000,1675.0,городской округ Сорочинский,городской округ,56.0,Оренбургская область,53727000
1127,1113,53732000,6264.0,Ясненский,53-732-000-000,1676.0,городской округ Ясненский,городской округ,56.0,Оренбургская область,53732000
1128,1114,54501000,15662.5,Орловский,54-501-000-000,1726.0,муниципальный округ Орловский,муниципальный округ,57.0,Орловская область,54501000
1129,1115,54604000,4046.5,Болховский,54-604-000-000,1710.0,Болховский муниципальный район,муниципальный район,57.0,Орловская область,54604000
1130,1116,54608000,4080.5,Верховский,54-608-000-000,1711.0,Верховский муниципальный район,муниципальный район,57.0,Орловская область,54608000
1131,1117,54610000,2813.75,Глазуновский,54-610-000-000,1712.0,Глазуновский муниципальный район,муниципальный район,57.0,Орловская область,54610000
1132,1118,54612000,2647.5,Дмитровский,54-612-000-000,1713.0,Дмитровский муниципальный район,муниципальный район,57.0,Орловская область,54612000
1133,1119,54615000,2480.5,Должанский,54-615-000-000,1714.0,Должанский муниципальный район,муниципальный район,57.0,Орловская область,54615000
1134,1120,54618000,3113.25,Залегощенский,54-618-000-000,1715.0,Залегощенский муниципальный район,муниципальный район,57.0,Орловская область,54618000
1135,1121,54620000,1090.75,Знаменский,54-620-000-000,1716.0,Знаменский муниципальный район,муниципальный район,57.0,Орловская область,54620000
1136,1122,54623000,3015.75,Колпнянский,54-623-000-000,1717.0,Колпнянский муниципальный район,муниципальный район,57.0,Орловская область,54623000
1137,1123,54624000,1266.5,Краснозоренский,54-624-000-000,1718.0,Краснозоренский муниципальный район,муниципальный район,57.0,Орловская область,54624000
1138,1124,54625000,4810.5,Кромской,54-625-000-000,1719.0,Кромской муниципальный район,муниципальный район,57.0,Орловская область,54625000
1139,1125,54626000,887.25,Корсаковский,54-626-000-000,1720.0,Корсаковский муниципальный район,муниципальный район,57.0,Орловская область,54626000
1140,1126,54629000,6741.0,Ливенский,54-629-000-000,1721.0,Ливенский муниципальный район,муниципальный район,57.0,Орловская область,54629000
1141,1127,54632000,2365.25,Малоархангельский,54-632-000-000,1722.0,Малоархангельский муниципальный район,муниципальный район,57.0,Орловская область,54632000
1142,1128,54636000,3328.5,Мценский,54-636-000-000,1723.0,Мценский муниципальный район,муниципальный район,57.0,Орловская область,54636000
1143,1129,54639000,2280.5,Новодеревеньковский,54-639-000-000,1724.0,Новодеревеньковский муниципальный район,муниципальный район,57.0,Орловская область,54639000
1144,1130,54643000,1818.75,Новосильский,54-643-000-000,1725.0,Новосильский муниципальный район,муниципальный район,57.0,Орловская область,54643000
1145,1131,54650000,2869.0,Покровский,54-650-000-000,1727.0,Покровский муниципальный район,муниципальный район,57.0,Орловская область,54650000
1146,1132,54652000,3326.5,Свердловский,54-652-000-000,1728.0,Свердловский муниципальный район,муниципальный район,57.0,Орловская область,54652000
1147,1133,54653000,1221.75,Сосковский,54-653-000-000,1729.0,Сосковский муниципальный район,муниципальный район,57.0,Орловская область,54653000
1148,1134,54654000,2000.75,Троснянский,54-654-000-000,1730.0,Троснянский муниципальный район,муниципальный район,57.0,Орловская область,54654000
1149,1135,54655000,4295.25,Урицкий,54-655-000-000,1731.0,Урицкий муниципальный район,муниципальный район,57.0,Орловская область,54655000
1150,1136,54657000,2539.75,Хотынецкий,54-657-000-000,1732.0,Хотынецкий муниципальный район,муниципальный район,57.0,Орловская область,54657000
1151,1137,54659000,1721.75,Шаблыкинский,54-659-000-000,1733.0,Шаблыкинский муниципальный район,муниципальный район,57.0,Орловская область,54659000
1152,1138,54701000,83245.25,Орёл,54-701-000-000,1707.0,городской округ город Орёл,городской округ,57.0,Орловская область,54701000
1153,1139,54705000,11512.0,Ливны,54-705-000-000,1708.0,городской округ город Ливны,городской округ,57.0,Орловская область,54705000
1154,1140,54710000,10833.5,Мценск,54-710-000-000,1709.0,городской округ город Мценск,городской округ,57.0,Орловская область,54710000
1155,1141,56603000,3589.75,Башмаковский,56-603-000-000,1737.0,Башмаковский муниципальный район,муниципальный район,58.0,Пензенская область,56603000
1156,1142,56606000,1947.25,Спасский,56-606-000-000,1761.0,Спасский муниципальный район,муниципальный район,58.0,Пензенская область,56606000
1157,1143,56609000,2347.25,Бековский,56-609-000-000,1738.0,Бековский муниципальный район,муниципальный район,58.0,Пензенская область,56609000
1158,1144,56612000,4555.25,Белинский,56-612-000-000,1739.0,Белинский муниципальный район,муниципальный район,58.0,Пензенская область,56612000
1159,1145,56613000,6793.5,Бессоновский,56-613-000-000,1740.0,Бессоновский муниципальный район,муниципальный район,58.0,Пензенская область,56613000
1160,1146,56615000,1539.5,Вадинский,56-615-000-000,1741.0,Вадинский муниципальный район,муниципальный район,58.0,Пензенская область,56615000
1161,1147,56618000,7213.25,Городищенский,56-618-000-000,1742.0,Городищенский муниципальный район,муниципальный район,58.0,Пензенская область,56618000
1162,1148,56623000,4230.0,Земетчинский,56-623-000-000,1743.0,Земетчинский муниципальный район,муниципальный район,58.0,Пензенская область,56623000
1163,1149,56626000,2411.25,Иссинский,56-626-000-000,1744.0,Иссинский муниципальный район,муниципальный район,58.0,Пензенская область,56626000
1164,1150,56629000,8293.5,Каменский,56-629-000-000,1745.0,Каменский муниципальный район,муниципальный район,58.0,Пензенская область,56629000
1165,1151,56631000,2358.25,Камешкирский,56-631-000-000,1746.0,Камешкирский муниципальный район,муниципальный район,58.0,Пензенская область,56631000
1166,1152,56633000,4766.5,Колышлейский,56-633-000-000,1747.0,Колышлейский муниципальный район,муниципальный район,58.0,Пензенская область,56633000
1167,1153,56640000,2560.25,Кузнецкий,56-640-000-000,1748.0,Кузнецкий муниципальный район,муниципальный район,58.0,Пензенская область,56640000
1168,1154,56642000,2902.0,Лопатинский,56-642-000-000,1749.0,Лопатинский муниципальный район,муниципальный район,58.0,Пензенская область,56642000
1169,1155,56643000,3469.25,Лунинский,56-643-000-000,1750.0,Лунинский муниципальный район,муниципальный район,58.0,Пензенская область,56643000
1170,1156,56644000,1589.5,Малосердобинский,56-644-000-000,1751.0,Малосердобинский муниципальный район,муниципальный район,58.0,Пензенская область,56644000
1171,1157,56645000,4694.75,Мокшанский,56-645-000-000,1752.0,Мокшанский муниципальный район,муниципальный район,58.0,Пензенская область,56645000
1172,1158,56647000,2406.75,Наровчатский,56-647-000-000,1753.0,Наровчатский муниципальный район,муниципальный район,58.0,Пензенская область,56647000
1173,1159,56649000,3302.0,Неверкинский,56-649-000-000,1754.0,Неверкинский муниципальный район,муниципальный район,58.0,Пензенская область,56649000
1174,1160,56651000,6407.0,Нижнеломовский,56-651-000-000,1755.0,Нижнеломовский муниципальный район,муниципальный район,58.0,Пензенская область,56651000
1175,1161,56653000,4718.5,Никольский,56-653-000-000,1756.0,Никольский муниципальный район,муниципальный район,58.0,Пензенская область,56653000
1176,1162,56654000,2814.25,Пачелмский,56-654-000-000,1757.0,Пачелмский муниципальный район,муниципальный район,58.0,Пензенская область,56654000
1177,1163,56655000,11805.5,Пензенский,56-655-000-000,1758.0,Пензенский муниципальный район,муниципальный район,58.0,Пензенская область,56655000
1178,1164,56656000,8898.25,Сердобский,56-656-000-000,1759.0,Сердобский муниципальный район,муниципальный район,58.0,Пензенская область,56656000
1179,1165,56657000,3739.75,Сосновоборский,56-657-000-000,1760.0,Сосновоборский муниципальный район,муниципальный район,58.0,Пензенская область,56657000
1180,1166,56658000,2982.0,Тамалинский,56-658-000-000,1762.0,Тамалинский муниципальный район,муниципальный район,58.0,Пензенская область,56658000
1181,1167,56659000,3453.5,Шемышейский,56-659-000-000,1763.0,Шемышейский муниципальный район,муниципальный район,58.0,Пензенская область,56659000
1182,1168,56701000,93885.5,Пенза,56-701-000-000,1734.0,городской округ город Пенза,городской округ,58.0,Пензенская область,56701000
1183,1169,56705000,16783.5,Кузнецк,56-705-000-000,1735.0,городской округ город Кузнецк,городской округ,58.0,Пензенская область,56705000
1184,1170,56734000,15908.75,Заречный,56-734-000-000,1736.0,городской округ ЗАТО город Заречный,городской округ,58.0,Пензенская область,56734000
1185,1171,57502000,5468.75,Александровский,57-502-000-000,734.0,муниципальный округ Александровский,муниципальный округ,59.0,Пермский край,57502000
1186,1172,57503000,5175.75,Бардымский,57-503-000-000,735.0,муниципальный округ Бардымский,муниципальный округ,59.0,Пермский край,57503000
1187,1173,57506000,2952.75,Березовский,57-506-000-000,736.0,муниципальный округ Березовский,муниципальный округ,59.0,Пермский край,57506000
1188,1174,57508000,2707.75,Большесосновский,57-508-000-000,737.0,муниципальный округ Большесосновский,муниципальный округ,59.0,Пермский край,57508000
1189,1175,57513000,2568.75,Гайнский,57-513-000-000,769.0,муниципальный округ Гайнский,муниципальный округ,59.0,Пермский край,57513000
1190,1176,57516000,8333.75,Губахинский,57-516-000-000,2886.0,муниципальный округ Губахинский,муниципальный округ,59.0,Пермский край,57516000
1191,1177,57518000,2049.5,Еловский,57-518-000-000,742.0,муниципальный округ Еловский,муниципальный округ,59.0,Пермский край,57518000
1192,1178,57522000,3877.5,Карагайский,57-522-000-000,744.0,муниципальный округ Карагайский,муниципальный округ,59.0,Пермский край,57522000
1193,1179,57524000,2445.25,Кишертский,57-524-000-000,746.0,муниципальный округ Кишертский,муниципальный округ,59.0,Пермский край,57524000
1194,1180,57525000,1473.25,Косинский,57-525-000-000,770.0,муниципальный округ Косинский,муниципальный округ,59.0,Пермский край,57525000
1195,1181,57526000,2226.75,Кочевский,57-526-000-000,771.0,муниципальный округ Кочевский,муниципальный округ,59.0,Пермский край,57526000
1196,1182,57528000,10547.25,Кудымкарский,57-528-000-000,772.0,муниципальный округ Кудымкарский,муниципальный округ,59.0,Пермский край,57528000
1197,1182,57528000,10547.25,Кудымкарский,57-528-000-000,2885.0,муниципальный округ Кудымкарский,муниципальный округ,59.0,Пермский край,57528000
1198,1183,57529000,4652.5,Куединский,57-529-000-000,749.0,муниципальный округ Куединский,муниципальный округ,59.0,Пермский край,57529000
1199,1184,57530000,18256.75,Кунгурский,57-530-000-000,2809.0,муниципальный округ Кунгурский,муниципальный округ,59.0,Пермский край,57530000
1200,1185,57538000,2871.75,Ординский,57-538-000-000,753.0,муниципальный округ Ординский,муниципальный округ,59.0,Пермский край,57538000
1201,1186,57546000,18951.5,Пермский,57-546-000-000,757.0,муниципальный округ Пермский,муниципальный округ,59.0,Пермский край,57546000
1202,1187,57548000,2738.25,Сивинский,57-548-000-000,758.0,муниципальный округ Сивинский,муниципальный округ,59.0,Пермский край,57548000
1203,1188,57552000,2126.75,Уинский,57-552-000-000,761.0,муниципальный округ Уинский,муниципальный округ,59.0,Пермский край,57552000
1204,1189,57555000,2446.0,Частинский,57-555-000-000,764.0,муниципальный округ Частинский,муниципальный округ,59.0,Пермский край,57555000
1205,1190,57559000,2038.5,Юрлинский,57-559-000-000,773.0,муниципальный округ Юрлинский,муниципальный округ,59.0,Пермский край,57559000
1206,1191,57560000,3762.25,Юсьвинский,57-560-000-000,774.0,муниципальный округ Юсьвинский,муниципальный округ,59.0,Пермский край,57560000
1207,1192,57701000,156849.75,Пермский,57-701-000-000,727.0,городской округ Пермский,городской округ,59.0,Пермский край,57701000
1208,1193,57708000,22144.25,Березниковский,57-708-000-000,728.0,городской округ Березниковский,городской округ,59.0,Пермский край,57708000
1209,1193,57708000,22144.25,Березники,57-708-000-000,2621.0,городской округ город Березники,городской округ,59.0,Пермский край,57708000
1210,1194,57712000,6390.0,Верещагинский,57-712-000-000,738.0,городской округ Верещагинский,городской округ,59.0,Пермский край,57712000
1211,1195,57714000,4001.5,Горнозаводский,57-714-000-000,739.0,городской округ Горнозаводский,городской округ,59.0,Пермский край,57714000
1212,1196,57718000,8760.0,Добрянский,57-718-000-000,741.0,городской округ Добрянский,городской округ,59.0,Пермский край,57718000
1213,1197,57719000,4157.5,Кизел,57-719-000-000,745.0,городской округ город Кизел,городской округ,59.0,Пермский край,57719000
1214,1198,57720000,11669.25,Краснокамский,57-720-000-000,748.0,городской округ Краснокамский,городской округ,59.0,Пермский край,57720000
1215,1199,57726000,14205.75,Лысьвенский,57-726-000-000,731.0,городской округ Лысьвенский,городской округ,59.0,Пермский край,57726000
1216,1200,57727000,7335.25,Нытвенский,57-727-000-000,751.0,городской округ Нытвенский,городской округ,59.0,Пермский край,57727000
1217,1201,57728000,4473.0,Осинский,57-728-000-000,754.0,городской округ Осинский,городской округ,59.0,Пермский край,57728000
1218,1202,57729000,2548.5,Оханский,57-729-000-000,755.0,городской округ Оханский,городской округ,59.0,Пермский край,57729000
1219,1203,57730000,14760.5,Соликамский,57-730-000-000,732.0,городской округ Соликамский,городской округ,59.0,Пермский край,57730000
