,index,oktmo_x,indicator_value,municipal_district_name_short,oktmo_y,territory_id,municipal_district_name,municipal_district_type,region_code,region_name,oktmo_nosplit
600,598,27705000,5863.75,Балтийский,27-705-000-000,1184.0,городской округ Балтийский,городской округ,39.0,Калининградская область,27705000
601,599,27709000,4857.75,Гусевский,27-709-000-000,1187.0,городской округ Гусевский,городской округ,39.0,Калининградская область,27709000
602,600,27711000,846.25,Ладушкинский,27-711-000-000,1177.0,городской округ Ладушкинский,городской округ,39.0,Калининградская область,27711000
603,601,27712000,1182.75,Мамоновский,27-712-000-000,1178.0,городской округ Мамоновский,городской округ,39.0,Калининградская область,27712000
604,602,27717000,1722.25,Пионерский,27-717-000-000,1179.0,городской округ Пионерский,городской округ,39.0,Калининградская область,27717000
605,603,27725000,4060.25,Светловский,27-725-000-000,1180.0,городской округ Светловский,городской округ,39.0,Калининградская область,27725000
606,604,27730000,5495.25,Советский,27-730-000-000,1181.0,городской округ Советский,городской округ,39.0,Калининградская область,27730000
607,605,27734000,2687.75,Светлогорский,27-734-000-000,1190.0,городской округ Светлогорский,городской округ,39.0,Калининградская область,27734000
608,606,27740000,1040.5,Янтарный,27-740-000-000,1182.0,городской округ Янтарный,городской округ,39.0,Калининградская область,27740000
609,607,28502000,2847.75,Андреапольский,28-502-000-000,2110.0,муниципальный округ Андреапольский,муниципальный округ,69.0,Тверская область,28502000
610,608,28506000,1326.75,Бельский,28-506-000-000,2112.0,муниципальный округ Бельский,муниципальный округ,69.0,Тверская область,28506000
611,609,28510000,2532.5,Весьегонский,28-510-000-000,2114.0,муниципальный округ Весьегонский,муниципальный округ,69.0,Тверская область,28510000
612,610,28514000,1378.5,Жарковский,28-514-000-000,2116.0,муниципальный округ Жарковский,муниципальный округ,69.0,Тверская область,28514000
613,611,28516000,3030.5,Западнодвинский,28-516-000-000,2117.0,муниципальный округ Западнодвинский,муниципальный округ,69.0,Тверская область,28516000
614,612,28518000,3083.75,Зубцовский,28-518-000-000,2118.0,муниципальный округ Зубцовский,муниципальный округ,69.0,Тверская область,28518000
615,613,28526000,1725.25,Кесовогорский,28-526-000-000,2122.0,муниципальный округ Кесовогорский,муниципальный округ,69.0,Тверская область,28526000
616,614,28528000,13962.5,Кимрский,28-528-000-000,2883.0,муниципальный округ Кимрский,муниципальный округ,69.0,Тверская область,28528000
617,615,28532000,2164.0,Краснохолмский,28-532-000-000,2125.0,муниципальный округ Краснохолмский,муниципальный округ,69.0,Тверская область,28532000
618,616,28536000,1329.0,Лесной,28-536-000-000,2127.0,муниципальный округ Лесной,муниципальный округ,69.0,Тверская область,28536000
619,617,28538000,5157.0,Лихославльский,28-538-000-000,2128.0,муниципальный округ Лихославльский,муниципальный округ,69.0,Тверская область,28538000
620,618,28540000,3476.5,Максатихинский,28-540-000-000,2129.0,муниципальный округ Максатихинский,муниципальный округ,69.0,Тверская область,28540000
621,619,28542000,1328.25,Молоковский,28-542-000-000,2130.0,муниципальный округ Молоковский,муниципальный округ,69.0,Тверская область,28542000
622,620,28544000,2598.5,Оленинский,28-544-000-000,2132.0,муниципальный округ Оленинский,муниципальный округ,69.0,Тверская область,28544000
623,621,28546000,1505.25,Пеновский,28-546-000-000,2133.0,муниципальный округ Пеновский,муниципальный округ,69.0,Тверская область,28546000
624,622,28547000,2759.25,Рамешковский,28-547-000-000,2134.0,муниципальный округ Рамешковский,муниципальный округ,69.0,Тверская область,28547000
625,623,28548000,16015.75,Ржевский,28-548-000-000,2884.0,муниципальный округ Ржевский,муниципальный округ,69.0,Тверская область,28548000
626,624,28549000,1544.75,Сандовский,28-549-000-000,2136.0,муниципальный округ Сандовский,муниципальный округ,69.0,Тверская область,28549000
627,625,28550000,2510.75,Селижаровский,28-550-000-000,2137.0,муниципальный округ Селижаровский,муниципальный округ,69.0,Тверская область,28550000
628,626,28551000,1842.75,Сонковский,28-551-000-000,2138.0,муниципальный округ Сонковский,муниципальный округ,69.0,Тверская область,28551000
629,627,28552000,2336.75,Спировский,28-552-000-000,2139.0,муниципальный округ Спировский,муниципальный округ,69.0,Тверская область,28552000
630,628,28553000,4069.25,Старицкий,28-553-000-000,2140.0,муниципальный округ Старицкий,муниципальный округ,69.0,Тверская область,28553000
631,629,28604000,7761.5,Бежецкий,28-604-000-000,2111.0,Бежецкий муниципальный район,муниципальный район,69.0,Тверская область,28604000
632,630,28608000,10315.5,Бологовский,28-608-000-000,2113.0,Бологовский муниципальный район,муниципальный район,69.0,Тверская область,28608000
633,631,28620000,10778.75,Калининский,28-620-000-000,2119.0,Калининский муниципальный район,муниципальный район,69.0,Тверская область,28620000
634,632,28622000,4045.25,Калязинский,28-622-000-000,2120.0,Калязинский муниципальный район,муниципальный район,69.0,Тверская область,28622000
635,633,28630000,19087.75,Конаковский,28-630-000-000,2124.0,Конаковский муниципальный район,муниципальный район,69.0,Тверская область,28630000
636,634,28634000,2454.25,Кувшиновский,28-634-000-000,2126.0,Кувшиновский муниципальный район,муниципальный район,69.0,Тверская область,28634000
637,635,28655000,3999.75,Торопецкий,28-655-000-000,2142.0,Торопецкий муниципальный район,муниципальный район,69.0,Тверская область,28655000
638,636,28657000,1911.5,Фировский,28-657-000-000,2143.0,Фировский муниципальный район,муниципальный район,69.0,Тверская область,28657000
639,637,28701000,118513.75,Тверь,28-701-000-000,2101.0,городской округ город Тверь,городской округ,69.0,Тверская область,28701000
640,638,28714000,15639.5,Вышний Волочек,28-714-000-000,2102.0,городской округ город Вышний Волочек,городской округ,69.0,Тверская область,28714000
641,638,28714000,15639.5,Вышневолоцкий,28-714-000-000,2710.0,городской округ Вышневолоцкий,городской округ,69.0,Тверская область,28714000
642,639,28750000,13774.25,Торжок,28-750-000-000,2108.0,городской округ город Торжок,городской округ,69.0,Тверская область,28750000
643,640,28751000,9257.0,Удомельский,28-751-000-000,2109.0,городской округ Удомельский,городской округ,69.0,Тверская область,28751000
644,641,28752000,5678.75,Осташковский,28-752-000-000,2105.0,городской округ Осташковский,городской округ,69.0,Тверская область,28752000
645,642,28758000,5589.0,Кашинский,28-758-000-000,2121.0,городской округ Кашинский,городской округ,69.0,Тверская область,28758000
646,643,28759000,6291.5,Нелидовский,28-759-000-000,2131.0,городской округ Нелидовский,городской округ,69.0,Тверская область,28759000
647,644,29602000,4649.25,Бабынинский,29-602-000-000,1200.0,Бабынинский муниципальный район,муниципальный район,40.0,Калужская область,29602000
648,645,29604000,1018.25,Барятинский,29-604-000-000,1201.0,Барятинский муниципальный район,муниципальный район,40.0,Калужская область,29604000
649,646,29606000,12631.5,Боровский,29-606-000-000,1202.0,Боровский муниципальный район,муниципальный район,40.0,Калужская область,29606000
650,646,29606000,12631.5,Боровский,29-606-000-000,2647.0,Боровский муниципальный район,муниципальный район,40.0,Калужская область,29606000
651,647,29608000,8466.5,Дзержинский,29-608-000-000,1203.0,Дзержинский муниципальный район,муниципальный район,40.0,Калужская область,29608000
652,648,29610000,2707.75,Думиничский,29-610-000-000,1204.0,Думиничский муниципальный район,муниципальный район,40.0,Калужская область,29610000
653,649,29612000,1746.75,Жиздринский,29-612-000-000,1205.0,Жиздринский муниципальный район,муниципальный район,40.0,Калужская область,29612000
654,650,29613000,7944.25,Жуковский,29-613-000-000,1206.0,Жуковский муниципальный район,муниципальный район,40.0,Калужская область,29613000
655,651,29614000,7926.75,Кировский,29-614-000-000,1207.0,Кировский муниципальный район,муниципальный район,40.0,Калужская область,29614000
656,652,29615000,980.25,Износковский,29-615-000-000,1208.0,Износковский муниципальный район,муниципальный район,40.0,Калужская область,29615000
657,653,29616000,7402.0,Козельский,29-616-000-000,1209.0,Козельский муниципальный район,муниципальный район,40.0,Калужская область,29616000
658,654,29618000,2206.5,Куйбышевский,29-618-000-000,1210.0,Куйбышевский муниципальный район,муниципальный район,40.0,Калужская область,29618000
659,655,29620000,8034.75,Людиновский,29-620-000-000,1211.0,Людиновский муниципальный район,муниципальный район,40.0,Калужская область,29620000
660,656,29623000,8430.75,Малоярославецкий,29-623-000-000,1212.0,Малоярославецкий муниципальный район,муниципальный район,40.0,Калужская область,29623000
661,657,29625000,2174.75,Медынский,29-625-000-000,1213.0,Медынский муниципальный район,муниципальный район,40.0,Калужская область,29625000
662,658,29627000,1893.0,Мещовский,29-627-000-000,1214.0,Мещовский муниципальный район,муниципальный район,40.0,Калужская область,29627000
663,659,29629000,1804.0,Мосальский,29-629-000-000,1215.0,Мосальский муниципальный район,муниципальный район,40.0,Калужская область,29629000
664,660,29632000,2569.0,Перемышльский,29-632-000-000,1216.0,Перемышльский муниципальный район,муниципальный район,40.0,Калужская область,29632000
665,661,29634000,1544.0,Спас-Деменский,29-634-000-000,1217.0,Спас-Деменский муниципальный район,муниципальный район,40.0,Калужская область,29634000
666,662,29636000,4318.0,Сухиничский,29-636-000-000,1218.0,Сухиничский муниципальный район,муниципальный район,40.0,Калужская область,29636000
667,663,29638000,2619.75,Тарусский,29-638-000-000,1219.0,Тарусский муниципальный район,муниципальный район,40.0,Калужская область,29638000
668,664,29642000,1418.5,Ульяновский,29-642-000-000,1220.0,Ульяновский муниципальный район,муниципальный район,40.0,Калужская область,29642000
669,665,29644000,1972.5,Ферзиковский,29-644-000-000,1221.0,Ферзиковский муниципальный район,муниципальный район,40.0,Калужская область,29644000
670,666,29646000,2435.0,Хвастовичский,29-646-000-000,1222.0,Хвастовичский муниципальный район,муниципальный район,40.0,Калужская область,29646000
671,667,29650000,1991.75,Юхновский,29-650-000-000,1223.0,Юхновский муниципальный район,муниципальный район,40.0,Калужская область,29650000
672,668,29701000,81082.25,Калуга,29-701-000-000,1198.0,городской округ город Калуга,городской округ,40.0,Калужская область,29701000
673,669,29715000,22879.25,Обнинск,29-715-000-000,1199.0,городской округ город Обнинск,городской округ,40.0,Калужская область,29715000
674,669,29715000,22879.25,Обнинск,29-715-000-000,2646.0,городской округ город Обнинск,городской округ,40.0,Калужская область,29715000
675,670,30501000,73.25,Алеутский,30-501-000-000,610.0,Алеутский муниципальный округ,муниципальный округ,41.0,Камчатский край,30501000
676,671,30604000,737.0,Быстринский,30-604-000-000,611.0,Быстринский муниципальный район,муниципальный район,41.0,Камчатский край,30604000
677,672,30607000,14112.75,Елизовский,30-607-000-000,612.0,Елизовский муниципальный район,муниципальный район,41.0,Камчатский край,30607000
678,673,30610000,3013.0,Мильковский,30-610-000-000,613.0,Мильковский муниципальный район,муниципальный район,41.0,Камчатский край,30610000
679,674,30613000,614.75,Соболевский,30-613-000-000,614.0,Соболевский муниципальный район,муниципальный район,41.0,Камчатский край,30613000
680,675,30616000,1801.5,Усть-Большерецкий,30-616-000-000,615.0,Усть-Большерецкий муниципальный район,муниципальный район,41.0,Камчатский край,30616000
681,676,30619000,2646.0,Усть-Камчатский,30-619-000-000,616.0,Усть-Камчатский муниципальный район,муниципальный район,41.0,Камчатский край,30619000
682,677,30701000,41246.5,Петропавловск-Камчатский,30-701-000-000,608.0,городской округ Петропавловск-Камчатский,городской округ,41.0,Камчатский край,30701000
683,678,30735000,4628.75,Вилючинский,30-735-000-000,609.0,городской округ Вилючинский ЗАТО,городской округ,41.0,Камчатский край,30735000
684,679,30824000,1004.75,Карагинский,30-824-000-000,618.0,Карагинский муниципальный район,муниципальный район,41.0,Камчатский край,30824000
685,680,30827000,934.75,Олюторский,30-827-000-000,619.0,Олюторский муниципальный район,муниципальный район,41.0,Камчатский край,30827000
686,681,30829000,726.0,Пенжинский,30-829-000-000,620.0,Пенжинский муниципальный район,муниципальный район,41.0,Камчатский край,30829000
687,682,32501000,5048.0,Беловский,32-501-000-000,1240.0,Беловский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32501000
688,683,32502000,13705.5,Гурьевский,32-502-000-000,1241.0,Гурьевский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32502000
689,684,32504000,3519.75,Ижморский,32-504-000-000,1242.0,Ижморский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32504000
690,685,32507000,10632.5,Кемеровский,32-507-000-000,1243.0,Кемеровский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32507000
691,686,32510000,8035.5,Крапивинский,32-510-000-000,1244.0,Крапивинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32510000
692,687,32513000,5752.25,Ленинск-Кузнецкий,32-513-000-000,1245.0,Ленинск-Кузнецкий муниципальный округ,муниципальный округ,42.0,Кемеровская область,32513000
693,688,32516000,7983.0,Мариинский,32-516-000-000,1246.0,Мариинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32516000
694,689,32519000,13806.0,Новокузнецкий,32-519-000-000,1247.0,Новокузнецкий муниципальный округ,муниципальный округ,42.0,Кемеровская область,32519000
695,690,32522000,9513.75,Прокопьевский,32-522-000-000,1248.0,Прокопьевский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32522000
696,690,32522000,9513.75,Прокопьевский,32-522-000-000,3007.0,Прокопьевский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32522000
697,691,32525000,11975.75,Промышленновский,32-525-000-000,1249.0,Промышленновский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32525000
698,692,32528000,6367.25,Тисульский,32-528-000-000,1251.0,Тисульский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32528000
699,693,32531000,12766.5,Топкинский,32-531-000-000,1252.0,Топкинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32531000
700,694,32534000,6922.25,Тяжинский,32-534-000-000,1253.0,Тяжинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32534000
701,695,32537000,4181.0,Чебулинский,32-537-000-000,1254.0,Чебулинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32537000
702,696,32540000,5327.75,Юргинский,32-540-000-000,1255.0,Юргинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32540000
703,697,32543000,5723.75,Яйский,32-543-000-000,1256.0,Яйский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32543000
704,698,32546000,7579.0,Яшкинский,32-546-000-000,1257.0,Яшкинский муниципальный округ,муниципальный округ,42.0,Кемеровская область,32546000
705,699,32627000,13997.25,Таштагольский,32-627-000-000,1250.0,Таштагольский муниципальный район,муниципальный район,42.0,Кемеровская область,32627000
706,700,32701000,137023.0,Кемеровский,32-701-000-000,1224.0,городской округ Кемеровский,городской округ,42.0,Кемеровская область,32701000
707,701,32704000,18085.5,Анжеро-Судженский,32-704-000-000,1225.0,городской округ Анжеро-Судженский,городской округ,42.0,Кемеровская область,32704000
708,702,32707000,36580.0,Беловский,32-707-000-000,1226.0,городской округ Беловский,городской округ,42.0,Кемеровская область,32707000
709,703,32710000,14010.75,Березовский,32-710-000-000,1227.0,городской округ Березовский,городской округ,42.0,Кемеровская область,32710000
710,704,32715000,8730.75,Калтанский,32-715-000-000,1228.0,городской округ Калтанский,городской округ,42.0,Кемеровская область,32715000
711,705,32716000,23298.5,Киселевский,32-716-000-000,1229.0,городской округ Киселевский,городской округ,42.0,Кемеровская область,32716000
712,706,32719000,26381.5,Ленинск-Кузнецкий,32-719-000-000,1230.0,городской округ Ленинск-Кузнецкий,городской округ,42.0,Кемеровская область,32719000
713,707,32725000,23900.25,Междуреченский,32-725-000-000,1231.0,городской округ Междуреченский,городской округ,42.0,Кемеровская область,32725000
714,708,32728000,7044.0,Мысковский,32-728-000-000,1232.0,городской округ Мысковский,городской округ,42.0,Кемеровская область,32728000
715,709,32731000,127191.0,Новокузнецкий,32-731-000-000,1233.0,городской округ Новокузнецкий,городской округ,42.0,Кемеровская область,32731000
716,710,32732000,9505.0,Полысаевский,32-732-000-000,1235.0,городской округ Полысаевский,городской округ,42.0,Кемеровская область,32732000
717,711,32734000,10596.25,Осинниковский,32-734-000-000,1234.0,городской округ Осинниковский,городской округ,42.0,Кемеровская область,32734000
718,712,32737000,51294.75,Прокопьевский,32-737-000-000,1236.0,городской округ Прокопьевский,городской округ,42.0,Кемеровская область,32737000
719,713,32740000,3179.75,Тайгинский,32-740-000-000,1237.0,городской округ Тайгинский,городской округ,42.0,Кемеровская область,32740000
720,714,32749000,20479.25,Юргинский,32-749-000-000,1238.0,городской округ Юргинский,городской округ,42.0,Кемеровская область,32749000
721,715,33502000,1746.75,Арбажский,33-502-000-000,1264.0,муниципальный округ Арбажский,муниципальный округ,43.0,Кировская область,33502000
722,716,33503000,3780.5,Афанасьевский,33-503-000-000,1265.0,муниципальный округ Афанасьевский,муниципальный округ,43.0,Кировская область,33503000
723,717,33506000,1167.5,Богородский,33-506-000-000,1267.0,муниципальный округ Богородский,муниципальный округ,43.0,Кировская область,33506000
724,718,33507000,5107.25,Верхнекамский,33-507-000-000,1268.0,муниципальный округ Верхнекамский,муниципальный округ,43.0,Кировская область,33507000
725,719,33516000,2230.75,Кикнурский,33-516-000-000,1273.0,муниципальный округ Кикнурский,муниципальный округ,43.0,Кировская область,33516000
726,720,33521000,1889.25,Лебяжский,33-521-000-000,1278.0,муниципальный округ Лебяжский,муниципальный округ,43.0,Кировская область,33521000
727,721,33522000,3397.0,Лузский,33-522-000-000,1279.0,муниципальный округ Лузский,муниципальный округ,43.0,Кировская область,33522000
728,722,33524000,2212.25,Мурашинский,33-524-000-000,1281.0,муниципальный округ Мурашинский,муниципальный округ,43.0,Кировская область,33524000
729,723,33526000,1876.0,Немский,33-526-000-000,1283.0,муниципальный округ Немский,муниципальный округ,43.0,Кировская область,33526000
730,724,33529000,1655.25,Опаринский,33-529-000-000,1286.0,муниципальный округ Опаринский,муниципальный округ,43.0,Кировская область,33529000
731,725,33531000,2903.0,Пижанский,33-531-000-000,1289.0,муниципальный округ Пижанский,муниципальный округ,43.0,Кировская область,33531000
732,726,33533000,2418.25,Санчурский,33-533-000-000,1291.0,муниципальный округ Санчурский,муниципальный округ,43.0,Кировская область,33533000
733,727,33534000,1884.0,Свечинский,33-534-000-000,1292.0,муниципальный округ Свечинский,муниципальный округ,43.0,Кировская область,33534000
734,728,33540000,2063.0,Унинский,33-540-000-000,1297.0,муниципальный округ Унинский,муниципальный округ,43.0,Кировская область,33540000
735,729,33543000,2527.5,Фаленский,33-543-000-000,1299.0,муниципальный округ Фаленский,муниципальный округ,43.0,Кировская область,33543000
736,730,33605000,4095.5,Белохолуницкий,33-605-000-000,1266.0,Белохолуницкий муниципальный район,муниципальный район,43.0,Кировская область,33605000
737,731,33608000,1770.75,Верхошижемский,33-608-000-000,1269.0,Верхошижемский муниципальный район,муниципальный район,43.0,Кировская область,33608000
738,732,33610000,5929.5,Вятскополянский,33-610-000-000,1270.0,Вятскополянский муниципальный район,муниципальный район,43.0,Кировская область,33610000
739,733,33612000,2978.25,Даровской,33-612-000-000,1271.0,Даровской муниципальный район,муниципальный район,43.0,Кировская область,33612000
740,734,33614000,4447.75,Зуевский,33-614-000-000,1272.0,Зуевский муниципальный район,муниципальный район,43.0,Кировская область,33614000
741,735,33617000,3302.25,Кильмезский,33-617-000-000,1274.0,Кильмезский муниципальный район,муниципальный район,43.0,Кировская область,33617000
742,736,33618000,5086.75,Кирово-Чепецкий,33-618-000-000,1275.0,Кирово-Чепецкий муниципальный район,муниципальный район,43.0,Кировская область,33618000
743,737,33619000,2965.5,Котельничский,33-619-000-000,1276.0,Котельничский муниципальный район,муниципальный район,43.0,Кировская область,33619000
744,738,33620000,4000.0,Куменский,33-620-000-000,1277.0,Куменский муниципальный район,муниципальный район,43.0,Кировская область,33620000
745,739,33623000,6010.25,Малмыжский,33-623-000-000,1280.0,Малмыжский муниципальный район,муниципальный район,43.0,Кировская область,33623000
746,740,33625000,2458.0,Нагорский,33-625-000-000,1282.0,Нагорский муниципальный район,муниципальный район,43.0,Кировская область,33625000
747,741,33627000,4009.0,Нолинский,33-627-000-000,1284.0,Нолинский муниципальный район,муниципальный район,43.0,Кировская область,33627000
748,742,33628000,8036.0,Омутнинский,33-628-000-000,1285.0,Омутнинский муниципальный район,муниципальный район,43.0,Кировская область,33628000
749,743,33630000,6746.25,Оричевский,33-630-000-000,1287.0,Оричевский муниципальный район,муниципальный район,43.0,Кировская область,33630000
750,744,33632000,3654.75,Подосиновский,33-632-000-000,1290.0,Подосиновский муниципальный район,муниципальный район,43.0,Кировская область,33632000
751,745,33635000,6198.5,Слободской,33-635-000-000,1293.0,Слободской муниципальный район,муниципальный район,43.0,Кировская область,33635000
752,746,33636000,5117.75,Советский,33-636-000-000,1294.0,Советский муниципальный район,муниципальный район,43.0,Кировская область,33636000
753,747,33637000,1538.5,Сунский,33-637-000-000,1295.0,Сунский муниципальный район,муниципальный район,43.0,Кировская область,33637000
754,748,33638000,2064.0,Тужинский,33-638-000-000,1296.0,Тужинский муниципальный район,муниципальный район,43.0,Кировская область,33638000
755,749,33641000,5902.5,Уржумский,33-641-000-000,1298.0,Уржумский муниципальный район,муниципальный район,43.0,Кировская область,33641000
756,750,33645000,2562.25,Орловский,33-645-000-000,1288.0,Орловский муниципальный район,муниципальный район,43.0,Кировская область,33645000
757,751,33647000,2499.75,Шабалинский,33-647-000-000,1300.0,Шабалинский муниципальный район,муниципальный район,43.0,Кировская область,33647000
758,752,33649000,5092.5,Юрьянский,33-649-000-000,1301.0,Юрьянский муниципальный район,муниципальный район,43.0,Кировская область,33649000
759,753,33650000,5461.25,Яранский,33-650-000-000,1302.0,Яранский муниципальный район,муниципальный район,43.0,Кировская область,33650000
760,754,33701000,96422.0,Киров,33-701-000-000,1258.0,городской округ город Киров,городской округ,43.0,Кировская область,33701000
761,755,33704000,7780.75,Вятские Поляны,33-704-000-000,1259.0,городской округ город Вятские Поляны,городской округ,43.0,Кировская область,33704000
762,756,33707000,18190.25,Кирово-Чепецк,33-707-000-000,1260.0,городской округ город Кирово-Чепецк,городской округ,43.0,Кировская область,33707000
763,757,33710000,5438.25,Котельнич,33-710-000-000,1261.0,городской округ город Котельнич,городской округ,43.0,Кировская область,33710000
764,758,33713000,8079.0,Слободской,33-713-000-000,1262.0,городской округ город Слободской,городской округ,43.0,Кировская область,33713000
765,759,33787000,751.75,Первомайский,33-787-000-000,1263.0,городской округ ЗАТО Первомайский,городской округ,43.0,Кировская область,33787000
766,760,34512000,1773.75,Кологривский,34-512-000-000,1314.0,Кологривский муниципальный округ,муниципальный округ,44.0,Костромская область,34512000
767,761,34522000,1332.75,Межевской,34-522-000-000,1319.0,Межевской муниципальный округ,муниципальный округ,44.0,Костромская область,34522000
768,762,34524000,6526.5,Нейский,34-524-000-000,1320.0,Нейский муниципальный округ,муниципальный округ,44.0,Костромская область,34524000
769,763,34534000,1757.75,Парфеньевский,34-534-000-000,1325.0,Парфеньевский муниципальный округ,муниципальный округ,44.0,Костромская область,34534000
770,764,34536000,2573.75,Поназыревский,34-536-000-000,1326.0,Поназыревский муниципальный округ,муниципальный округ,44.0,Костромская область,34536000
771,765,34538000,1541.5,Пыщугский,34-538-000-000,1327.0,Пыщугский муниципальный округ,муниципальный округ,44.0,Костромская область,34538000
772,766,34602000,2354.0,Антроповский,34-602-000-000,1309.0,Антроповский муниципальный район,муниципальный район,44.0,Костромская область,34602000
773,767,34606000,3123.25,Вохомский,34-606-000-000,1311.0,Вохомский муниципальный район,муниципальный район,44.0,Костромская область,34606000
774,768,34610000,2302.25,Кадыйский,34-610-000-000,1313.0,Кадыйский муниципальный район,муниципальный район,44.0,Костромская область,34610000
775,769,34616000,7597.5,Красносельский,34-616-000-000,1316.0,Красносельский муниципальный район,муниципальный район,44.0,Костромская область,34616000
776,770,34618000,5183.0,Макарьевский,34-618-000-000,1317.0,Макарьевский муниципальный район,муниципальный район,44.0,Костромская область,34618000
777,771,34626000,9290.5,Нерехта и Нерехтский,34-626-000-000,1321.0,муниципальный район город Нерехта и Нерехтский район,муниципальный район,44.0,Костромская область,34626000
778,772,34628000,1502.25,Октябрьский,34-628-000-000,1322.0,Октябрьский муниципальный район,муниципальный район,44.0,Костромская область,34628000
779,773,34630000,3784.25,Островский,34-630-000-000,1323.0,Островский муниципальный район,муниципальный район,44.0,Костромская область,34630000
780,774,34632000,1365.75,Павинский,34-632-000-000,1324.0,Павинский муниципальный район,муниципальный район,44.0,Костромская область,34632000
781,775,34640000,2808.5,Солигаличский,34-640-000-000,1328.0,Солигаличский муниципальный район,муниципальный район,44.0,Костромская область,34640000
782,776,34642000,4574.5,Судиславский,34-642-000-000,1329.0,Судиславский муниципальный район,муниципальный район,44.0,Костромская область,34642000
783,777,34644000,2629.0,Сусанинский,34-644-000-000,1330.0,Сусанинский муниципальный район,муниципальный район,44.0,Костромская область,34644000
784,778,34646000,2910.25,Чухломский,34-646-000-000,1331.0,Чухломский муниципальный район,муниципальный район,44.0,Костромская область,34646000
785,779,34701000,218919.75,Кострома,34-701-000-000,1303.0,городской округ город Кострома,городской округ,44.0,Костромская область,34701000
786,780,34705000,8674.0,Буй,34-705-000-000,1304.0,городской округ город Буй,городской округ,44.0,Костромская область,34705000
787,781,34706000,4521.0,Волгореченск,34-706-000-000,1305.0,городской округ город Волгореченск,городской округ,44.0,Костромская область,34706000
788,782,34708000,9795.25,Галич,34-708-000-000,1306.0,городской округ город Галич,городской округ,44.0,Костромская область,34708000
789,783,34714000,9865.0,Мантурово,34-714-000-000,1307.0,городской округ город Мантурово,городской округ,44.0,Костромская область,34714000
790,783,34714000,9865.0,Мантурово,34-714-000-000,2618.0,городской округ город Мантурово,городской округ,44.0,Костромская область,34714000
791,784,34730000,12697.5,Шарья,34-730-000-000,1308.0,городской округ город Шарья,городской округ,44.0,Костромская область,34730000
792,785,35604000,19056.0,Бахчисарайский,35-604-000-000,255.0,Бахчисарайский муниципальный район,муниципальный район,91.0,Республика Крым,35604000
793,786,35607000,12716.0,Белогорский,35-607-000-000,256.0,Белогорский муниципальный район,муниципальный район,91.0,Республика Крым,35607000
794,787,35611000,15345.5,Джанкойский,35-611-000-000,257.0,Джанкойский муниципальный район,муниципальный район,91.0,Республика Крым,35611000
795,788,35616000,10429.75,Кировский,35-616-000-000,258.0,Кировский муниципальный район,муниципальный район,91.0,Республика Крым,35616000
796,789,35620000,16474.25,Красногвардейский,35-620-000-000,259.0,Красногвардейский муниципальный район,муниципальный район,91.0,Республика Крым,35620000
797,790,35623000,5532.25,Красноперекопский,35-623-000-000,260.0,Красноперекопский муниципальный район,муниципальный район,91.0,Республика Крым,35623000
798,791,35627000,12354.5,Ленинский,35-627-000-000,261.0,Ленинский муниципальный район,муниципальный район,91.0,Республика Крым,35627000
799,792,35631000,10305.25,Нижнегорский,35-631-000-000,262.0,Нижнегорский муниципальный район,муниципальный район,91.0,Республика Крым,35631000
800,793,35635000,7624.25,Первомайский,35-635-000-000,263.0,Первомайский муниципальный район,муниципальный район,91.0,Республика Крым,35635000
801,794,35639000,6041.0,Раздольненский,35-639-000-000,264.0,Раздольненский муниципальный район,муниципальный район,91.0,Республика Крым,35639000
802,795,35643000,18694.75,Сакский,35-643-000-000,265.0,Сакский муниципальный район,муниципальный район,91.0,Республика Крым,35643000
803,796,35647000,40624.75,Симферопольский,35-647-000-000,266.0,Симферопольский муниципальный район,муниципальный район,91.0,Республика Крым,35647000
804,797,35652000,7769.75,Советский,35-652-000-000,267.0,Советский муниципальный район,муниципальный район,91.0,Республика Крым,35652000
805,798,35656000,5716.5,Черноморский,35-656-000-000,268.0,Черноморский муниципальный район,муниципальный район,91.0,Республика Крым,35656000
806,799,35701000,45437.0,Симферополь,35-701-000-000,244.0,городской округ Симферополь,городской округ,91.0,Республика Крым,35701000
807,800,35703000,8475.25,Алушта,35-703-000-000,245.0,городской округ Алушта,городской округ,91.0,Республика Крым,35703000
808,801,35706000,4649.75,Армянск,35-706-000-000,246.0,городской округ Армянск,городской округ,91.0,Республика Крым,35706000
809,802,35709000,7135.0,Джанкой,35-709-000-000,247.0,городской округ Джанкой,городской округ,91.0,Республика Крым,35709000
